REGION,FUEL,TECHNOLOGY,YEAR,MODE_OF_OPERATION,TIMESLICE,VALUE
RE1,LND,LNDWAT,2022,1,SD,8.2086
RE1,LND,LNDWAT,2023,1,SD,8.1094
RE1,LND,LNDWAT,2024,1,SD,8.0059
RE1,LND,LNDWAT,2025,1,SD,7.8921
RE1,LND,LNDWAT,2026,1,SD,7.7923
RE1,LND,LNDWAT,2027,1,SD,7.6889
RE1,LND,LNDWAT,2028,1,SD,7.5746
RE1,LND,LNDWAT,2029,1,SD,7.4572
RE1,LND,LNDWAT,2030,1,SD,7.3428
RE1,LND,LNDWAT,2031,1,SD,7.2251
RE1,LND,LNDWAT,2032,1,SD,7.111
RE1,LND,LNDWAT,2033,1,SD,6.9937
RE1,LND,LNDWAT,2034,1,SD,6.8772
RE1,LND,LNDWAT,2035,1,SD,6.7601
RE1,WTRPRC,LNDWAT,2020,1,SD,10.0885
RE1,WTRPRC,LNDWAT,2021,1,SD,9.9705
RE1,WTRPRC,LNDWAT,2022,1,SD,9.8503
RE1,WTRPRC,LNDWAT,2023,1,SD,9.7313
RE1,WTRPRC,LNDWAT,2024,1,SD,9.607
RE1,WTRPRC,LNDWAT,2025,1,SD,9.4705
RE1,WTRPRC,LNDWAT,2026,1,SD,9.3508
RE1,WTRPRC,LNDWAT,2027,1,SD,9.2266
RE1,WTRPRC,LNDWAT,2028,1,SD,9.0896
RE1,WTRPRC,LNDWAT,2029,1,SD,8.9486
RE1,WTRPRC,LNDWAT,2030,1,SD,8.8113
RE1,WTRPRC,LNDWAT,2031,1,SD,8.6701
RE1,WTRPRC,LNDWAT,2032,1,SD,8.5332
RE1,WTRPRC,LNDWAT,2033,1,SD,8.3924
RE1,WTRPRC,LNDWAT,2034,1,SD,8.2527
RE1,WTRPRC,LNDWAT,2035,1,SD,8.1121
RE1,COA,PWRCOA,2020,1,SD,127.3908
RE1,COA,PWRCOA,2021,1,SD,124.7064
RE1,COA,PWRCOA,2022,1,SD,117.9727
RE1,COA,PWRCOA,2023,1,SD,110.5993
RE1,COA,PWRCOA,2024,1,SD,103.2261
RE1,COA,PWRCOA,2025,1,SD,95.2319
RE1,COA,PWRCOA,2026,1,SD,104.4141
RE1,COA,PWRCOA,2027,1,SD,111.259
RE1,COA,PWRCOA,2028,1,SD,111.259
RE1,COA,PWRCOA,2029,1,SD,111.259
RE1,COA,PWRCOA,2030,1,SD,111.259
RE1,COA,PWRCOA,2031,1,SD,111.259
RE1,COA,PWRCOA,2032,1,SD,111.259
RE1,COA,PWRCOA,2033,1,SD,111.259
RE1,COA,PWRCOA,2034,1,SD,111.259
RE1,COA,PWRCOA,2035,1,SD,111.259
RE1,PWRWAT,PWRCOA,2020,1,SD,0.0297
RE1,PWRWAT,PWRCOA,2021,1,SD,0.0291
RE1,PWRWAT,PWRCOA,2022,1,SD,0.0275
RE1,PWRWAT,PWRCOA,2023,1,SD,0.0258
RE1,PWRWAT,PWRCOA,2024,1,SD,0.0241
RE1,PWRWAT,PWRCOA,2025,1,SD,0.0222
RE1,PWRWAT,PWRCOA,2026,1,SD,0.0244
RE1,PWRWAT,PWRCOA,2027,1,SD,0.026
RE1,PWRWAT,PWRCOA,2028,1,SD,0.026
RE1,PWRWAT,PWRCOA,2029,1,SD,0.026
RE1,PWRWAT,PWRCOA,2030,1,SD,0.026
RE1,PWRWAT,PWRCOA,2031,1,SD,0.026
RE1,PWRWAT,PWRCOA,2032,1,SD,0.026
RE1,PWRWAT,PWRCOA,2033,1,SD,0.026
RE1,PWRWAT,PWRCOA,2034,1,SD,0.026
RE1,PWRWAT,PWRCOA,2035,1,SD,0.026
RE1,HYD,PWRHYD,2020,1,SD,12.7153
RE1,HYD,PWRHYD,2021,1,SD,12.7153
RE1,HYD,PWRHYD,2022,1,SD,12.7153
RE1,HYD,PWRHYD,2023,1,SD,12.7153
RE1,HYD,PWRHYD,2024,1,SD,12.7153
RE1,HYD,PWRHYD,2025,1,SD,12.7153
RE1,HYD,PWRHYD,2026,1,SD,12.7153
RE1,HYD,PWRHYD,2027,1,SD,12.7153
RE1,HYD,PWRHYD,2028,1,SD,12.7153
RE1,HYD,PWRHYD,2029,1,SD,12.7153
RE1,HYD,PWRHYD,2030,1,SD,12.7153
RE1,HYD,PWRHYD,2031,1,SD,12.7153
RE1,HYD,PWRHYD,2032,1,SD,12.7153
RE1,HYD,PWRHYD,2033,1,SD,12.7153
RE1,HYD,PWRHYD,2034,1,SD,12.7153
RE1,HYD,PWRHYD,2035,1,SD,12.7153
RE1,SOL,PWRSOL,2021,1,SD,1.3201
RE1,SOL,PWRSOL,2022,1,SD,4.8023
RE1,SOL,PWRSOL,2023,1,SD,8.7884
RE1,SOL,PWRSOL,2024,1,SD,12.7842
RE1,SOL,PWRSOL,2025,1,SD,17.2814
RE1,SOL,PWRSOL,2026,1,SD,17.2814
RE1,SOL,PWRSOL,2027,1,SD,17.9846
RE1,SOL,PWRSOL,2028,1,SD,21.0603
RE1,SOL,PWRSOL,2029,1,SD,24.7566
RE1,SOL,PWRSOL,2030,1,SD,28.7797
RE1,SOL,PWRSOL,2031,1,SD,33.1179
RE1,SOL,PWRSOL,2032,1,SD,38.1251
RE1,SOL,PWRSOL,2033,1,SD,43.4553
RE1,SOL,PWRSOL,2034,1,SD,49.4212
RE1,SOL,PWRSOL,2035,1,SD,55.7119
RE1,ELC001,PWRTRN,2020,1,SD,58.8876
RE1,ELC001,PWRTRN,2021,1,SD,61.7014
RE1,ELC001,PWRTRN,2022,1,SD,63.1654
RE1,ELC001,PWRTRN,2023,1,SD,64.4163
RE1,ELC001,PWRTRN,2024,1,SD,65.6672
RE1,ELC001,PWRTRN,2025,1,SD,66.7111
RE1,ELC001,PWRTRN,2026,1,SD,73.4804
RE1,ELC001,PWRTRN,2027,1,SD,79.4707
RE1,ELC001,PWRTRN,2028,1,SD,83.1794
RE1,ELC001,PWRTRN,2029,1,SD,86.888
RE1,ELC001,PWRTRN,2030,1,SD,90.5966
RE1,ELC001,PWRTRN,2031,1,SD,94.3053
RE1,ELC001,PWRTRN,2032,1,SD,98.0139
RE1,ELC001,PWRTRN,2033,1,SD,101.7225
RE1,ELC001,PWRTRN,2034,1,SD,105.4312
RE1,ELC001,PWRTRN,2035,1,SD,109.1398
RE1,WND,PWRWND,2020,1,SD,3.7086
RE1,WND,PWRWND,2021,1,SD,7.4173
RE1,WND,PWRWND,2022,1,SD,11.1259
RE1,WND,PWRWND,2023,1,SD,14.8345
RE1,WND,PWRWND,2024,1,SD,18.5432
RE1,WND,PWRWND,2025,1,SD,22.2518
RE1,WND,PWRWND,2026,1,SD,25.9604
RE1,WND,PWRWND,2027,1,SD,29.6691
RE1,WND,PWRWND,2028,1,SD,33.3777
RE1,WND,PWRWND,2029,1,SD,37.0863
RE1,WND,PWRWND,2030,1,SD,40.795
RE1,WND,PWRWND,2031,1,SD,44.5036
RE1,WND,PWRWND,2032,1,SD,48.2122
RE1,WND,PWRWND,2033,1,SD,51.9209
RE1,WND,PWRWND,2034,1,SD,55.6295
RE1,WND,PWRWND,2035,1,SD,59.3381
RE1,WTRRUN,RSCHYD,2020,1,SD,31.7883
RE1,WTRRUN,RSCHYD,2021,1,SD,31.7883
RE1,WTRRUN,RSCHYD,2022,1,SD,31.7883
RE1,WTRRUN,RSCHYD,2023,1,SD,31.7883
RE1,WTRRUN,RSCHYD,2024,1,SD,31.7883
RE1,WTRRUN,RSCHYD,2025,1,SD,31.7883
RE1,WTRRUN,RSCHYD,2026,1,SD,31.7883
RE1,WTRRUN,RSCHYD,2027,1,SD,31.7883
RE1,WTRRUN,RSCHYD,2028,1,SD,31.7883
RE1,WTRRUN,RSCHYD,2029,1,SD,31.7883
RE1,WTRRUN,RSCHYD,2030,1,SD,31.7883
RE1,WTRRUN,RSCHYD,2031,1,SD,31.7883
RE1,WTRRUN,RSCHYD,2032,1,SD,31.7883
RE1,WTRRUN,RSCHYD,2033,1,SD,31.7883
RE1,WTRRUN,RSCHYD,2034,1,SD,31.7883
RE1,WTRRUN,RSCHYD,2035,1,SD,31.7883
RE1,ELC002,DEMAGRGWTWAT,2026,1,SN,0.0095
RE1,ELC002,DEMAGRGWTWAT,2027,1,SN,0.0281
RE1,ELC002,DEMAGRGWTWAT,2028,1,SN,0.0417
RE1,ELC002,DEMAGRGWTWAT,2029,1,SN,0.0363
RE1,ELC002,DEMAGRGWTWAT,2030,1,SN,0.0308
RE1,ELC002,DEMAGRGWTWAT,2031,1,SN,0.0236
RE1,ELC002,DEMAGRGWTWAT,2032,1,SN,0.0181
RE1,ELC002,DEMAGRGWTWAT,2033,1,SN,0.0127
RE1,ELC002,DEMAGRGWTWAT,2034,1,SN,0.0054
RE1,ELC002,DEMAGRSURWAT,2020,1,SN,0.0703
RE1,ELC002,DEMAGRSURWAT,2021,1,SN,0.0738
RE1,ELC002,DEMAGRSURWAT,2022,1,SN,0.0775
RE1,ELC002,DEMAGRSURWAT,2023,1,SN,0.0814
RE1,ELC002,DEMAGRSURWAT,2024,1,SN,0.0855
RE1,ELC002,DEMAGRSURWAT,2025,1,SN,0.0897
RE1,ELC002,DEMAGRSURWAT,2026,1,SN,0.0867
RE1,ELC002,DEMAGRSURWAT,2027,1,SN,0.0766
RE1,ELC002,DEMAGRSURWAT,2028,1,SN,0.0707
RE1,ELC002,DEMAGRSURWAT,2029,1,SN,0.0802
RE1,ELC002,DEMAGRSURWAT,2030,1,SN,0.09
RE1,ELC002,DEMAGRSURWAT,2031,1,SN,0.1015
RE1,ELC002,DEMAGRSURWAT,2032,1,SN,0.1118
RE1,ELC002,DEMAGRSURWAT,2033,1,SN,0.1225
RE1,ELC002,DEMAGRSURWAT,2034,1,SN,0.1349
RE1,ELC002,DEMAGRSURWAT,2035,1,SN,0.1462
RE1,WTRSUR,DEMAGRSURWAT,2020,1,SN,0.0817
RE1,WTRSUR,DEMAGRSURWAT,2021,1,SN,0.0858
RE1,WTRSUR,DEMAGRSURWAT,2022,1,SN,0.0901
RE1,WTRSUR,DEMAGRSURWAT,2023,1,SN,0.0946
RE1,WTRSUR,DEMAGRSURWAT,2024,1,SN,0.0994
RE1,WTRSUR,DEMAGRSURWAT,2025,1,SN,0.1043
RE1,WTRSUR,DEMAGRSURWAT,2026,1,SN,0.1008
RE1,WTRSUR,DEMAGRSURWAT,2027,1,SN,0.089
RE1,WTRSUR,DEMAGRSURWAT,2028,1,SN,0.0822
RE1,WTRSUR,DEMAGRSURWAT,2029,1,SN,0.0932
RE1,WTRSUR,DEMAGRSURWAT,2030,1,SN,0.1046
RE1,WTRSUR,DEMAGRSURWAT,2031,1,SN,0.118
RE1,WTRSUR,DEMAGRSURWAT,2032,1,SN,0.13
RE1,WTRSUR,DEMAGRSURWAT,2033,1,SN,0.1424
RE1,WTRSUR,DEMAGRSURWAT,2034,1,SN,0.1568
RE1,WTRSUR,DEMAGRSURWAT,2035,1,SN,0.17
RE1,ELC002,DEMPUBSURWAT,2020,1,SN,0.2131
RE1,ELC002,DEMPUBSURWAT,2021,1,SN,0.2282
RE1,ELC002,DEMPUBSURWAT,2022,1,SN,0.244
RE1,ELC002,DEMPUBSURWAT,2023,1,SN,0.2604
RE1,ELC002,DEMPUBSURWAT,2024,1,SN,0.2774
RE1,ELC002,DEMPUBSURWAT,2025,1,SN,0.2952
RE1,ELC002,DEMPUBSURWAT,2026,1,SN,0.3137
RE1,ELC002,DEMPUBSURWAT,2027,1,SN,0.3329
RE1,ELC002,DEMPUBSURWAT,2028,1,SN,0.3531
RE1,ELC002,DEMPUBSURWAT,2029,1,SN,0.3739
RE1,ELC002,DEMPUBSURWAT,2030,1,SN,0.3959
RE1,ELC002,DEMPUBSURWAT,2031,1,SN,0.4187
RE1,ELC002,DEMPUBSURWAT,2032,1,SN,0.4423
RE1,ELC002,DEMPUBSURWAT,2033,1,SN,0.467
RE1,ELC002,DEMPUBSURWAT,2034,1,SN,0.4929
RE1,ELC002,DEMPUBSURWAT,2035,1,SN,0.52
RE1,WTRSUR,DEMPUBSURWAT,2020,1,SN,0.0756
RE1,WTRSUR,DEMPUBSURWAT,2021,1,SN,0.0809
RE1,WTRSUR,DEMPUBSURWAT,2022,1,SN,0.0865
RE1,WTRSUR,DEMPUBSURWAT,2023,1,SN,0.0923
RE1,WTRSUR,DEMPUBSURWAT,2024,1,SN,0.0984
RE1,WTRSUR,DEMPUBSURWAT,2025,1,SN,0.1047
RE1,WTRSUR,DEMPUBSURWAT,2026,1,SN,0.1112
RE1,WTRSUR,DEMPUBSURWAT,2027,1,SN,0.118
RE1,WTRSUR,DEMPUBSURWAT,2028,1,SN,0.1252
RE1,WTRSUR,DEMPUBSURWAT,2029,1,SN,0.1326
RE1,WTRSUR,DEMPUBSURWAT,2030,1,SN,0.1404
RE1,WTRSUR,DEMPUBSURWAT,2031,1,SN,0.1485
RE1,WTRSUR,DEMPUBSURWAT,2032,1,SN,0.1568
RE1,WTRSUR,DEMPUBSURWAT,2033,1,SN,0.1656
RE1,WTRSUR,DEMPUBSURWAT,2034,1,SN,0.1748
RE1,WTRSUR,DEMPUBSURWAT,2035,1,SN,0.1844
RE1,ELC002,DEMPWRSURWAT,2020,1,SN,0.0332
RE1,ELC002,DEMPWRSURWAT,2021,1,SN,0.0331
RE1,ELC002,DEMPWRSURWAT,2022,1,SN,0.0337
RE1,ELC002,DEMPWRSURWAT,2023,1,SN,0.0346
RE1,ELC002,DEMPWRSURWAT,2024,1,SN,0.0356
RE1,ELC002,DEMPWRSURWAT,2025,1,SN,0.0368
RE1,ELC002,DEMPWRSURWAT,2026,1,SN,0.039
RE1,ELC002,DEMPWRSURWAT,2027,1,SN,0.0412
RE1,ELC002,DEMPWRSURWAT,2028,1,SN,0.0435
RE1,ELC002,DEMPWRSURWAT,2029,1,SN,0.046
RE1,ELC002,DEMPWRSURWAT,2030,1,SN,0.0469
RE1,ELC002,DEMPWRSURWAT,2031,1,SN,0.0478
RE1,ELC002,DEMPWRSURWAT,2032,1,SN,0.049
RE1,ELC002,DEMPWRSURWAT,2033,1,SN,0.0502
RE1,ELC002,DEMPWRSURWAT,2034,1,SN,0.0516
RE1,ELC002,DEMPWRSURWAT,2035,1,SN,0.0532
RE1,WTRSUR,DEMPWRSURWAT,2020,1,SN,0.0118
RE1,WTRSUR,DEMPWRSURWAT,2021,1,SN,0.0117
RE1,WTRSUR,DEMPWRSURWAT,2022,1,SN,0.012
RE1,WTRSUR,DEMPWRSURWAT,2023,1,SN,0.0123
RE1,WTRSUR,DEMPWRSURWAT,2024,1,SN,0.0126
RE1,WTRSUR,DEMPWRSURWAT,2025,1,SN,0.013
RE1,WTRSUR,DEMPWRSURWAT,2026,1,SN,0.0138
RE1,WTRSUR,DEMPWRSURWAT,2027,1,SN,0.0146
RE1,WTRSUR,DEMPWRSURWAT,2028,1,SN,0.0154
RE1,WTRSUR,DEMPWRSURWAT,2029,1,SN,0.0163
RE1,WTRSUR,DEMPWRSURWAT,2030,1,SN,0.0166
RE1,WTRSUR,DEMPWRSURWAT,2031,1,SN,0.017
RE1,WTRSUR,DEMPWRSURWAT,2032,1,SN,0.0174
RE1,WTRSUR,DEMPWRSURWAT,2033,1,SN,0.0178
RE1,WTRSUR,DEMPWRSURWAT,2034,1,SN,0.0183
RE1,WTRSUR,DEMPWRSURWAT,2035,1,SN,0.0188
RE1,CRPMAI,DEMTRABIO,2020,1,SN,0.199
RE1,CRPMAI,DEMTRABIO,2021,1,SN,0.205
RE1,CRPMAI,DEMTRABIO,2022,1,SN,0.211
RE1,CRPMAI,DEMTRABIO,2023,1,SN,0.217
RE1,CRPMAI,DEMTRABIO,2024,1,SN,0.2229
RE1,CRPMAI,DEMTRABIO,2025,1,SN,0.2309
RE1,CRPMAI,DEMTRABIO,2026,1,SN,0.2369
RE1,CRPMAI,DEMTRABIO,2027,1,SN,0.2428
RE1,CRPMAI,DEMTRABIO,2028,1,SN,0.2508
RE1,CRPMAI,DEMTRABIO,2029,1,SN,0.2588
RE1,CRPMAI,DEMTRABIO,2030,1,SN,0.2667
RE1,CRPMAI,DEMTRABIO,2031,1,SN,0.2747
RE1,CRPMAI,DEMTRABIO,2032,1,SN,0.2827
RE1,CRPMAI,DEMTRABIO,2033,1,SN,0.2906
RE1,CRPMAI,DEMTRABIO,2034,1,SN,0.2986
RE1,CRPMAI,DEMTRABIO,2035,1,SN,0.3065
RE1,LND,LNDBLT,2020,1,SN,2.52
RE1,LND,LNDBLT,2021,1,SN,2.5452
RE1,LND,LNDBLT,2022,1,SN,2.5704
RE1,LND,LNDBLT,2023,1,SN,2.5956
RE1,LND,LNDBLT,2024,1,SN,2.6225
RE1,LND,LNDBLT,2025,1,SN,2.6494
RE1,LND,LNDBLT,2026,1,SN,2.6746
RE1,LND,LNDBLT,2027,1,SN,2.7014
RE1,LND,LNDBLT,2028,1,SN,2.7283
RE1,LND,LNDBLT,2029,1,SN,2.7569
RE1,LND,LNDBLT,2030,1,SN,2.7838
RE1,LND,LNDBLT,2031,1,SN,2.8123
RE1,LND,LNDBLT,2032,1,SN,2.8392
RE1,LND,LNDBLT,2033,1,SN,2.8678
RE1,LND,LNDBLT,2034,1,SN,2.8963
RE1,LND,LNDBLT,2035,1,SN,2.9249
RE1,WTRPRC,LNDBLT,2020,1,SN,3.024
RE1,WTRPRC,LNDBLT,2021,1,SN,3.0542
RE1,WTRPRC,LNDBLT,2022,1,SN,3.0845
RE1,WTRPRC,LNDBLT,2023,1,SN,3.1147
RE1,WTRPRC,LNDBLT,2024,1,SN,3.147
RE1,WTRPRC,LNDBLT,2025,1,SN,3.1792
RE1,WTRPRC,LNDBLT,2026,1,SN,3.2095
RE1,WTRPRC,LNDBLT,2027,1,SN,3.2417
RE1,WTRPRC,LNDBLT,2028,1,SN,3.274
RE1,WTRPRC,LNDBLT,2029,1,SN,3.3083
RE1,WTRPRC,LNDBLT,2030,1,SN,3.3405
RE1,WTRPRC,LNDBLT,2031,1,SN,3.3748
RE1,WTRPRC,LNDBLT,2032,1,SN,3.407
RE1,WTRPRC,LNDBLT,2033,1,SN,3.4413
RE1,WTRPRC,LNDBLT,2034,1,SN,3.4756
RE1,WTRPRC,LNDBLT,2035,1,SN,3.5099
RE1,LND,LNDFOR,2020,1,SN,42.6048
RE1,LND,LNDFOR,2021,1,SN,42.6048
RE1,LND,LNDFOR,2022,1,SN,42.6048
RE1,LND,LNDFOR,2023,1,SN,42.6048
RE1,LND,LNDFOR,2024,1,SN,42.6048
RE1,LND,LNDFOR,2025,1,SN,42.6048
RE1,LND,LNDFOR,2026,1,SN,42.6048
RE1,LND,LNDFOR,2027,1,SN,42.6048
RE1,LND,LNDFOR,2028,1,SN,42.6048
RE1,LND,LNDFOR,2029,1,SN,42.6048
RE1,LND,LNDFOR,2030,1,SN,42.6048
RE1,LND,LNDFOR,2031,1,SN,42.6048
RE1,LND,LNDFOR,2032,1,SN,42.6048
RE1,LND,LNDFOR,2033,1,SN,42.6048
RE1,LND,LNDFOR,2034,1,SN,42.6048
RE1,LND,LNDFOR,2035,1,SN,42.6048
RE1,WTRPRC,LNDFOR,2020,1,SN,51.1258
RE1,WTRPRC,LNDFOR,2021,1,SN,51.1258
RE1,WTRPRC,LNDFOR,2022,1,SN,51.1258
RE1,WTRPRC,LNDFOR,2023,1,SN,51.1258
RE1,WTRPRC,LNDFOR,2024,1,SN,51.1258
RE1,WTRPRC,LNDFOR,2025,1,SN,51.1258
RE1,WTRPRC,LNDFOR,2026,1,SN,51.1258
RE1,WTRPRC,LNDFOR,2027,1,SN,51.1258
RE1,WTRPRC,LNDFOR,2028,1,SN,51.1258
RE1,WTRPRC,LNDFOR,2029,1,SN,51.1258
RE1,WTRPRC,LNDFOR,2030,1,SN,51.1258
RE1,WTRPRC,LNDFOR,2031,1,SN,51.1258
RE1,WTRPRC,LNDFOR,2032,1,SN,51.1258
RE1,WTRPRC,LNDFOR,2033,1,SN,51.1258
RE1,WTRPRC,LNDFOR,2034,1,SN,51.1258
RE1,WTRPRC,LNDFOR,2035,1,SN,51.1258
RE1,AGRDSL,LNDMAIIRR,2020,1,SN,0.0279
RE1,AGRDSL,LNDMAIIRR,2021,1,SN,0.0293
RE1,AGRDSL,LNDMAIIRR,2022,1,SN,0.0308
RE1,AGRDSL,LNDMAIIRR,2023,1,SN,0.0323
RE1,AGRDSL,LNDMAIIRR,2024,1,SN,0.0339
RE1,AGRDSL,LNDMAIIRR,2025,1,SN,0.0356
RE1,AGRDSL,LNDMAIIRR,2026,1,SN,0.0374
RE1,AGRDSL,LNDMAIIRR,2027,1,SN,0.0393
RE1,AGRDSL,LNDMAIIRR,2028,1,SN,0.0412
RE1,AGRDSL,LNDMAIIRR,2029,1,SN,0.0433
RE1,AGRDSL,LNDMAIIRR,2030,1,SN,0.0455
RE1,AGRDSL,LNDMAIIRR,2031,1,SN,0.0477
RE1,AGRDSL,LNDMAIIRR,2032,1,SN,0.0501
RE1,AGRDSL,LNDMAIIRR,2033,1,SN,0.0526
RE1,AGRDSL,LNDMAIIRR,2034,1,SN,0.0553
RE1,AGRDSL,LNDMAIIRR,2035,1,SN,0.058
RE1,AGRWAT,LNDMAIIRR,2020,1,SN,0.0171
RE1,AGRWAT,LNDMAIIRR,2021,1,SN,0.0179
RE1,AGRWAT,LNDMAIIRR,2022,1,SN,0.0188
RE1,AGRWAT,LNDMAIIRR,2023,1,SN,0.0198
RE1,AGRWAT,LNDMAIIRR,2024,1,SN,0.0208
RE1,AGRWAT,LNDMAIIRR,2025,1,SN,0.0218
RE1,AGRWAT,LNDMAIIRR,2026,1,SN,0.0229
RE1,AGRWAT,LNDMAIIRR,2027,1,SN,0.024
RE1,AGRWAT,LNDMAIIRR,2028,1,SN,0.0252
RE1,AGRWAT,LNDMAIIRR,2029,1,SN,0.0265
RE1,AGRWAT,LNDMAIIRR,2030,1,SN,0.0278
RE1,AGRWAT,LNDMAIIRR,2031,1,SN,0.0292
RE1,AGRWAT,LNDMAIIRR,2032,1,SN,0.0307
RE1,AGRWAT,LNDMAIIRR,2033,1,SN,0.0322
RE1,AGRWAT,LNDMAIIRR,2034,1,SN,0.0338
RE1,AGRWAT,LNDMAIIRR,2035,1,SN,0.0355
RE1,LND,LNDMAIIRR,2020,1,SN,0.057
RE1,LND,LNDMAIIRR,2021,1,SN,0.0598
RE1,LND,LNDMAIIRR,2022,1,SN,0.0628
RE1,LND,LNDMAIIRR,2023,1,SN,0.0659
RE1,LND,LNDMAIIRR,2024,1,SN,0.0692
RE1,LND,LNDMAIIRR,2025,1,SN,0.0727
RE1,LND,LNDMAIIRR,2026,1,SN,0.0763
RE1,LND,LNDMAIIRR,2027,1,SN,0.0801
RE1,LND,LNDMAIIRR,2028,1,SN,0.0842
RE1,LND,LNDMAIIRR,2029,1,SN,0.0884
RE1,LND,LNDMAIIRR,2030,1,SN,0.0928
RE1,LND,LNDMAIIRR,2031,1,SN,0.0974
RE1,LND,LNDMAIIRR,2032,1,SN,0.1023
RE1,LND,LNDMAIIRR,2033,1,SN,0.1074
RE1,LND,LNDMAIIRR,2034,1,SN,0.1128
RE1,LND,LNDMAIIRR,2035,1,SN,0.1184
RE1,WTRPRC,LNDMAIIRR,2020,1,SN,0.0683
RE1,WTRPRC,LNDMAIIRR,2021,1,SN,0.0718
RE1,WTRPRC,LNDMAIIRR,2022,1,SN,0.0753
RE1,WTRPRC,LNDMAIIRR,2023,1,SN,0.0791
RE1,WTRPRC,LNDMAIIRR,2024,1,SN,0.0831
RE1,WTRPRC,LNDMAIIRR,2025,1,SN,0.0872
RE1,WTRPRC,LNDMAIIRR,2026,1,SN,0.0916
RE1,WTRPRC,LNDMAIIRR,2027,1,SN,0.0962
RE1,WTRPRC,LNDMAIIRR,2028,1,SN,0.101
RE1,WTRPRC,LNDMAIIRR,2029,1,SN,0.106
RE1,WTRPRC,LNDMAIIRR,2030,1,SN,0.1113
RE1,WTRPRC,LNDMAIIRR,2031,1,SN,0.1169
RE1,WTRPRC,LNDMAIIRR,2032,1,SN,0.1227
RE1,WTRPRC,LNDMAIIRR,2033,1,SN,0.1289
RE1,WTRPRC,LNDMAIIRR,2034,1,SN,0.1353
RE1,WTRPRC,LNDMAIIRR,2035,1,SN,0.1421
RE1,AGRDSL,LNDMAIRNF,2020,1,SN,0.2008
RE1,AGRDSL,LNDMAIRNF,2021,1,SN,0.2068
RE1,AGRDSL,LNDMAIRNF,2022,1,SN,0.212
RE1,AGRDSL,LNDMAIRNF,2023,1,SN,0.2169
RE1,AGRDSL,LNDMAIRNF,2024,1,SN,0.2219
RE1,AGRDSL,LNDMAIRNF,2025,1,SN,0.2284
RE1,AGRDSL,LNDMAIRNF,2026,1,SN,0.2333
RE1,AGRDSL,LNDMAIRNF,2027,1,SN,0.2383
RE1,AGRDSL,LNDMAIRNF,2028,1,SN,0.2447
RE1,AGRDSL,LNDMAIRNF,2029,1,SN,0.2511
RE1,AGRDSL,LNDMAIRNF,2030,1,SN,0.2575
RE1,AGRDSL,LNDMAIRNF,2031,1,SN,0.2639
RE1,AGRDSL,LNDMAIRNF,2032,1,SN,0.2701
RE1,AGRDSL,LNDMAIRNF,2033,1,SN,0.2763
RE1,AGRDSL,LNDMAIRNF,2034,1,SN,0.2823
RE1,AGRDSL,LNDMAIRNF,2035,1,SN,0.2884
RE1,LND,LNDMAIRNF,2020,1,SN,0.683
RE1,LND,LNDMAIRNF,2021,1,SN,0.7034
RE1,LND,LNDMAIRNF,2022,1,SN,0.7209
RE1,LND,LNDMAIRNF,2023,1,SN,0.7377
RE1,LND,LNDMAIRNF,2024,1,SN,0.7548
RE1,LND,LNDMAIRNF,2025,1,SN,0.7769
RE1,LND,LNDMAIRNF,2026,1,SN,0.7935
RE1,LND,LNDMAIRNF,2027,1,SN,0.8104
RE1,LND,LNDMAIRNF,2028,1,SN,0.8323
RE1,LND,LNDMAIRNF,2029,1,SN,0.854
RE1,LND,LNDMAIRNF,2030,1,SN,0.8759
RE1,LND,LNDMAIRNF,2031,1,SN,0.8975
RE1,LND,LNDMAIRNF,2032,1,SN,0.9188
RE1,LND,LNDMAIRNF,2033,1,SN,0.9397
RE1,LND,LNDMAIRNF,2034,1,SN,0.9603
RE1,LND,LNDMAIRNF,2035,1,SN,0.9811
RE1,WTRPRC,LNDMAIRNF,2020,1,SN,0.8195
RE1,WTRPRC,LNDMAIRNF,2021,1,SN,0.8441
RE1,WTRPRC,LNDMAIRNF,2022,1,SN,0.8651
RE1,WTRPRC,LNDMAIRNF,2023,1,SN,0.8852
RE1,WTRPRC,LNDMAIRNF,2024,1,SN,0.9057
RE1,WTRPRC,LNDMAIRNF,2025,1,SN,0.9323
RE1,WTRPRC,LNDMAIRNF,2026,1,SN,0.9523
RE1,WTRPRC,LNDMAIRNF,2027,1,SN,0.9725
RE1,WTRPRC,LNDMAIRNF,2028,1,SN,0.9988
RE1,WTRPRC,LNDMAIRNF,2029,1,SN,1.0248
RE1,WTRPRC,LNDMAIRNF,2030,1,SN,1.0511
RE1,WTRPRC,LNDMAIRNF,2031,1,SN,1.077
RE1,WTRPRC,LNDMAIRNF,2032,1,SN,1.1025
RE1,WTRPRC,LNDMAIRNF,2033,1,SN,1.1277
RE1,WTRPRC,LNDMAIRNF,2034,1,SN,1.1524
RE1,WTRPRC,LNDMAIRNF,2035,1,SN,1.1773
RE1,AGRDSL,LNDRICIRR,2020,1,SN,0.0437
RE1,AGRDSL,LNDRICIRR,2021,1,SN,0.0459
RE1,AGRDSL,LNDRICIRR,2022,1,SN,0.0482
RE1,AGRDSL,LNDRICIRR,2023,1,SN,0.0506
RE1,AGRDSL,LNDRICIRR,2024,1,SN,0.0531
RE1,AGRDSL,LNDRICIRR,2025,1,SN,0.0558
