REGION,FUEL,TECHNOLOGY,YEAR,MODE_OF_OPERATION,TIMESLICE,VALUE
RE1,AGRDSL,DEMAGRDSL,2030,1,WN,0.5429
RE1,AGRDSL,DEMAGRDSL,2031,1,WN,0.5568
RE1,AGRDSL,DEMAGRDSL,2032,1,WN,0.5707
RE1,AGRDSL,DEMAGRDSL,2033,1,WN,0.5848
RE1,AGRDSL,DEMAGRDSL,2034,1,WN,0.5989
RE1,AGRDSL,DEMAGRDSL,2035,1,WN,0.6132
RE1,AGRWAT,DEMAGRGWTWAT,2026,1,WN,0.0075
RE1,AGRWAT,DEMAGRGWTWAT,2027,1,WN,0.0224
RE1,AGRWAT,DEMAGRGWTWAT,2028,1,WN,0.0333
RE1,AGRWAT,DEMAGRGWTWAT,2029,1,WN,0.029
RE1,AGRWAT,DEMAGRGWTWAT,2030,1,WN,0.0246
RE1,AGRWAT,DEMAGRGWTWAT,2031,1,WN,0.0188
RE1,AGRWAT,DEMAGRGWTWAT,2032,1,WN,0.0145
RE1,AGRWAT,DEMAGRGWTWAT,2033,1,WN,0.0101
RE1,AGRWAT,DEMAGRGWTWAT,2034,1,WN,0.0043
RE1,AGRWAT,DEMAGRSURWAT,2020,1,WN,0.0705
RE1,AGRWAT,DEMAGRSURWAT,2021,1,WN,0.074
RE1,AGRWAT,DEMAGRSURWAT,2022,1,WN,0.0777
RE1,AGRWAT,DEMAGRSURWAT,2023,1,WN,0.0816
RE1,AGRWAT,DEMAGRSURWAT,2024,1,WN,0.0857
RE1,AGRWAT,DEMAGRSURWAT,2025,1,WN,0.09
RE1,AGRWAT,DEMAGRSURWAT,2026,1,WN,0.0869
RE1,AGRWAT,DEMAGRSURWAT,2027,1,WN,0.0768
RE1,AGRWAT,DEMAGRSURWAT,2028,1,WN,0.0709
RE1,AGRWAT,DEMAGRSURWAT,2029,1,WN,0.0804
RE1,AGRWAT,DEMAGRSURWAT,2030,1,WN,0.0902
RE1,AGRWAT,DEMAGRSURWAT,2031,1,WN,0.1018
RE1,AGRWAT,DEMAGRSURWAT,2032,1,WN,0.1121
RE1,AGRWAT,DEMAGRSURWAT,2033,1,WN,0.1228
RE1,AGRWAT,DEMAGRSURWAT,2034,1,WN,0.1353
RE1,AGRWAT,DEMAGRSURWAT,2035,1,WN,0.1466
RE1,PUBWAT,DEMPUBSURWAT,2020,1,WN,0.0882
RE1,PUBWAT,DEMPUBSURWAT,2021,1,WN,0.0944
RE1,PUBWAT,DEMPUBSURWAT,2022,1,WN,0.101
RE1,PUBWAT,DEMPUBSURWAT,2023,1,WN,0.1078
RE1,PUBWAT,DEMPUBSURWAT,2024,1,WN,0.1148
RE1,PUBWAT,DEMPUBSURWAT,2025,1,WN,0.1222
RE1,PUBWAT,DEMPUBSURWAT,2026,1,WN,0.1298
RE1,PUBWAT,DEMPUBSURWAT,2027,1,WN,0.1378
RE1,PUBWAT,DEMPUBSURWAT,2028,1,WN,0.1461
RE1,PUBWAT,DEMPUBSURWAT,2029,1,WN,0.1548
RE1,PUBWAT,DEMPUBSURWAT,2030,1,WN,0.1638
RE1,PUBWAT,DEMPUBSURWAT,2031,1,WN,0.1733
RE1,PUBWAT,DEMPUBSURWAT,2032,1,WN,0.1831
RE1,PUBWAT,DEMPUBSURWAT,2033,1,WN,0.1933
RE1,PUBWAT,DEMPUBSURWAT,2034,1,WN,0.204
RE1,PUBWAT,DEMPUBSURWAT,2035,1,WN,0.2152
RE1,PWRWAT,DEMPWRSURWAT,2020,1,WN,0.0162
RE1,PWRWAT,DEMPWRSURWAT,2021,1,WN,0.016
RE1,PWRWAT,DEMPWRSURWAT,2022,1,WN,0.0164
RE1,PWRWAT,DEMPWRSURWAT,2023,1,WN,0.0169
RE1,PWRWAT,DEMPWRSURWAT,2024,1,WN,0.0174
RE1,PWRWAT,DEMPWRSURWAT,2025,1,WN,0.018
RE1,PWRWAT,DEMPWRSURWAT,2026,1,WN,0.0168
RE1,PWRWAT,DEMPWRSURWAT,2027,1,WN,0.0171
RE1,PWRWAT,DEMPWRSURWAT,2028,1,WN,0.0174
RE1,PWRWAT,DEMPWRSURWAT,2029,1,WN,0.0178
RE1,PWRWAT,DEMPWRSURWAT,2030,1,WN,0.0182
RE1,PWRWAT,DEMPWRSURWAT,2031,1,WN,0.0187
RE1,PWRWAT,DEMPWRSURWAT,2032,1,WN,0.0193
RE1,PWRWAT,DEMPWRSURWAT,2033,1,WN,0.0198
RE1,PWRWAT,DEMPWRSURWAT,2034,1,WN,0.0205
RE1,PWRWAT,DEMPWRSURWAT,2035,1,WN,0.0212
RE1,TRABIO,DEMTRABIO,2020,1,WN,2.0699
RE1,TRABIO,DEMTRABIO,2021,1,WN,2.1321
RE1,TRABIO,DEMTRABIO,2022,1,WN,2.1942
RE1,TRABIO,DEMTRABIO,2023,1,WN,2.2564
RE1,TRABIO,DEMTRABIO,2024,1,WN,2.3184
RE1,TRABIO,DEMTRABIO,2025,1,WN,2.4012
RE1,TRABIO,DEMTRABIO,2026,1,WN,2.4634
RE1,TRABIO,DEMTRABIO,2027,1,WN,2.5254
RE1,TRABIO,DEMTRABIO,2028,1,WN,2.6082
RE1,TRABIO,DEMTRABIO,2029,1,WN,2.691
RE1,TRABIO,DEMTRABIO,2030,1,WN,2.7738
RE1,TRABIO,DEMTRABIO,2031,1,WN,2.8567
RE1,TRABIO,DEMTRABIO,2032,1,WN,2.9395
RE1,TRABIO,DEMTRABIO,2033,1,WN,3.0223
RE1,TRABIO,DEMTRABIO,2034,1,WN,3.1051
RE1,TRABIO,DEMTRABIO,2035,1,WN,3.1877
RE1,LBLT,LNDBLT,2020,1,WN,3.105
RE1,LBLT,LNDBLT,2021,1,WN,3.136
RE1,LBLT,LNDBLT,2022,1,WN,3.1671
RE1,LBLT,LNDBLT,2023,1,WN,3.1981
RE1,LBLT,LNDBLT,2024,1,WN,3.2313
RE1,LBLT,LNDBLT,2025,1,WN,3.2644
RE1,LBLT,LNDBLT,2026,1,WN,3.2954
RE1,LBLT,LNDBLT,2027,1,WN,3.3286
RE1,LBLT,LNDBLT,2028,1,WN,3.3617
RE1,LBLT,LNDBLT,2029,1,WN,3.3969
RE1,LBLT,LNDBLT,2030,1,WN,3.43
RE1,LBLT,LNDBLT,2031,1,WN,3.4652
RE1,LBLT,LNDBLT,2032,1,WN,3.4983
RE1,LBLT,LNDBLT,2033,1,WN,3.5335
RE1,LBLT,LNDBLT,2034,1,WN,3.5687
RE1,LBLT,LNDBLT,2035,1,WN,3.6039
RE1,WTREVT,LNDBLT,2020,1,WN,2.3288
RE1,WTREVT,LNDBLT,2021,1,WN,2.352
RE1,WTREVT,LNDBLT,2022,1,WN,2.3753
RE1,WTREVT,LNDBLT,2023,1,WN,2.3986
RE1,WTREVT,LNDBLT,2024,1,WN,2.4235
RE1,WTREVT,LNDBLT,2025,1,WN,2.4483
RE1,WTREVT,LNDBLT,2026,1,WN,2.4716
RE1,WTREVT,LNDBLT,2027,1,WN,2.4964
RE1,WTREVT,LNDBLT,2028,1,WN,2.5213
RE1,WTREVT,LNDBLT,2029,1,WN,2.5477
RE1,WTREVT,LNDBLT,2030,1,WN,2.5725
RE1,WTREVT,LNDBLT,2031,1,WN,2.5989
RE1,WTREVT,LNDBLT,2032,1,WN,2.6237
RE1,WTREVT,LNDBLT,2033,1,WN,2.6501
RE1,WTREVT,LNDBLT,2034,1,WN,2.6765
RE1,WTREVT,LNDBLT,2035,1,WN,2.7029
RE1,WTRGWT,LNDBLT,2020,1,WN,0.1242
RE1,WTRGWT,LNDBLT,2021,1,WN,0.1254
RE1,WTRGWT,LNDBLT,2022,1,WN,0.1267
RE1,WTRGWT,LNDBLT,2023,1,WN,0.1279
RE1,WTRGWT,LNDBLT,2024,1,WN,0.1293
RE1,WTRGWT,LNDBLT,2025,1,WN,0.1306
RE1,WTRGWT,LNDBLT,2026,1,WN,0.1318
RE1,WTRGWT,LNDBLT,2027,1,WN,0.1331
RE1,WTRGWT,LNDBLT,2028,1,WN,0.1345
RE1,WTRGWT,LNDBLT,2029,1,WN,0.1359
RE1,WTRGWT,LNDBLT,2030,1,WN,0.1372
RE1,WTRGWT,LNDBLT,2031,1,WN,0.1386
RE1,WTRGWT,LNDBLT,2032,1,WN,0.1399
RE1,WTRGWT,LNDBLT,2033,1,WN,0.1413
RE1,WTRGWT,LNDBLT,2034,1,WN,0.1427
RE1,WTRGWT,LNDBLT,2035,1,WN,0.1442
RE1,WTRRUN,LNDBLT,2020,1,WN,1.273
RE1,WTRRUN,LNDBLT,2021,1,WN,1.2858
RE1,WTRRUN,LNDBLT,2022,1,WN,1.2985
RE1,WTRRUN,LNDBLT,2023,1,WN,1.3112
RE1,WTRRUN,LNDBLT,2024,1,WN,1.3248
RE1,WTRRUN,LNDBLT,2025,1,WN,1.3384
RE1,WTRRUN,LNDBLT,2026,1,WN,1.3511
RE1,WTRRUN,LNDBLT,2027,1,WN,1.3647
RE1,WTRRUN,LNDBLT,2028,1,WN,1.3783
RE1,WTRRUN,LNDBLT,2029,1,WN,1.3927
RE1,WTRRUN,LNDBLT,2030,1,WN,1.4063
RE1,WTRRUN,LNDBLT,2031,1,WN,1.4207
RE1,WTRRUN,LNDBLT,2032,1,WN,1.4343
RE1,WTRRUN,LNDBLT,2033,1,WN,1.4487
RE1,WTRRUN,LNDBLT,2034,1,WN,1.4632
RE1,WTRRUN,LNDBLT,2035,1,WN,1.4776
RE1,WTREVT,LNDFOR,2020,1,WN,44.6209
RE1,WTREVT,LNDFOR,2021,1,WN,44.6209
RE1,WTREVT,LNDFOR,2022,1,WN,44.6209
RE1,WTREVT,LNDFOR,2023,1,WN,44.6209
RE1,WTREVT,LNDFOR,2024,1,WN,44.6209
RE1,WTREVT,LNDFOR,2025,1,WN,44.6209
RE1,WTREVT,LNDFOR,2026,1,WN,44.6209
RE1,WTREVT,LNDFOR,2027,1,WN,44.6209
RE1,WTREVT,LNDFOR,2028,1,WN,44.6209
RE1,WTREVT,LNDFOR,2029,1,WN,44.6209
RE1,WTREVT,LNDFOR,2030,1,WN,44.6209
RE1,WTREVT,LNDFOR,2031,1,WN,44.6209
RE1,WTREVT,LNDFOR,2032,1,WN,44.6209
RE1,WTREVT,LNDFOR,2033,1,WN,41.0455
RE1,WTREVT,LNDFOR,2034,1,WN,40.7508
RE1,WTREVT,LNDFOR,2035,1,WN,40.4544
RE1,WTRGWT,LNDFOR,2020,1,WN,1.5749
RE1,WTRGWT,LNDFOR,2021,1,WN,1.5749
RE1,WTRGWT,LNDFOR,2022,1,WN,1.5749
RE1,WTRGWT,LNDFOR,2023,1,WN,1.5749
RE1,WTRGWT,LNDFOR,2024,1,WN,1.5749
RE1,WTRGWT,LNDFOR,2025,1,WN,1.5749
RE1,WTRGWT,LNDFOR,2026,1,WN,1.5749
RE1,WTRGWT,LNDFOR,2027,1,WN,1.5749
RE1,WTRGWT,LNDFOR,2028,1,WN,1.5749
RE1,WTRGWT,LNDFOR,2029,1,WN,1.5749
RE1,WTRGWT,LNDFOR,2030,1,WN,1.5749
RE1,WTRGWT,LNDFOR,2031,1,WN,1.5749
RE1,WTRGWT,LNDFOR,2032,1,WN,1.5749
RE1,WTRGWT,LNDFOR,2033,1,WN,1.4487
RE1,WTRGWT,LNDFOR,2034,1,WN,1.4383
RE1,WTRGWT,LNDFOR,2035,1,WN,1.4278
RE1,WTRRUN,LNDFOR,2020,1,WN,16.7985
RE1,WTRRUN,LNDFOR,2021,1,WN,16.7985
RE1,WTRRUN,LNDFOR,2022,1,WN,16.7985
RE1,WTRRUN,LNDFOR,2023,1,WN,16.7985
RE1,WTRRUN,LNDFOR,2024,1,WN,16.7985
RE1,WTRRUN,LNDFOR,2025,1,WN,16.7985
RE1,WTRRUN,LNDFOR,2026,1,WN,16.7985
RE1,WTRRUN,LNDFOR,2027,1,WN,16.7985
RE1,WTRRUN,LNDFOR,2028,1,WN,16.7985
RE1,WTRRUN,LNDFOR,2029,1,WN,16.7985
RE1,WTRRUN,LNDFOR,2030,1,WN,16.7985
RE1,WTRRUN,LNDFOR,2031,1,WN,16.7985
RE1,WTRRUN,LNDFOR,2032,1,WN,16.7985
RE1,WTRRUN,LNDFOR,2033,1,WN,15.4524
RE1,WTRRUN,LNDFOR,2034,1,WN,15.3415
RE1,WTRRUN,LNDFOR,2035,1,WN,15.2299
RE1,CRPMAI,LNDMAIIRR,2020,1,WN,0.0323
RE1,CRPMAI,LNDMAIIRR,2021,1,WN,0.0339
RE1,CRPMAI,LNDMAIIRR,2022,1,WN,0.0356
RE1,CRPMAI,LNDMAIIRR,2023,1,WN,0.0374
RE1,CRPMAI,LNDMAIIRR,2024,1,WN,0.0392
RE1,CRPMAI,LNDMAIIRR,2025,1,WN,0.0412
RE1,CRPMAI,LNDMAIIRR,2026,1,WN,0.0433
RE1,CRPMAI,LNDMAIIRR,2027,1,WN,0.0454
RE1,CRPMAI,LNDMAIIRR,2028,1,WN,0.0477
RE1,CRPMAI,LNDMAIIRR,2029,1,WN,0.0501
RE1,CRPMAI,LNDMAIIRR,2030,1,WN,0.0526
RE1,CRPMAI,LNDMAIIRR,2031,1,WN,0.0552
RE1,CRPMAI,LNDMAIIRR,2032,1,WN,0.058
RE1,CRPMAI,LNDMAIIRR,2033,1,WN,0.0609
RE1,CRPMAI,LNDMAIIRR,2034,1,WN,0.0639
RE1,CRPMAI,LNDMAIIRR,2035,1,WN,0.0671
RE1,WTREVT,LNDMAIIRR,2020,1,WN,0.0351
RE1,WTREVT,LNDMAIIRR,2021,1,WN,0.0368
RE1,WTREVT,LNDMAIIRR,2022,1,WN,0.0387
RE1,WTREVT,LNDMAIIRR,2023,1,WN,0.0406
RE1,WTREVT,LNDMAIIRR,2024,1,WN,0.0427
RE1,WTREVT,LNDMAIIRR,2025,1,WN,0.0448
RE1,WTREVT,LNDMAIIRR,2026,1,WN,0.047
RE1,WTREVT,LNDMAIIRR,2027,1,WN,0.0494
RE1,WTREVT,LNDMAIIRR,2028,1,WN,0.0518
RE1,WTREVT,LNDMAIIRR,2029,1,WN,0.0544
RE1,WTREVT,LNDMAIIRR,2030,1,WN,0.0572
RE1,WTREVT,LNDMAIIRR,2031,1,WN,0.06
RE1,WTREVT,LNDMAIIRR,2032,1,WN,0.063
RE1,WTREVT,LNDMAIIRR,2033,1,WN,0.0662
RE1,WTREVT,LNDMAIIRR,2034,1,WN,0.0695
RE1,WTREVT,LNDMAIIRR,2035,1,WN,0.0729
RE1,WTRGWT,LNDMAIIRR,2020,1,WN,0.007
RE1,WTRGWT,LNDMAIIRR,2021,1,WN,0.0074
RE1,WTRGWT,LNDMAIIRR,2022,1,WN,0.0077
RE1,WTRGWT,LNDMAIIRR,2023,1,WN,0.0081
RE1,WTRGWT,LNDMAIIRR,2024,1,WN,0.0085
RE1,WTRGWT,LNDMAIIRR,2025,1,WN,0.009
RE1,WTRGWT,LNDMAIIRR,2026,1,WN,0.0094
RE1,WTRGWT,LNDMAIIRR,2027,1,WN,0.0099
RE1,WTRGWT,LNDMAIIRR,2028,1,WN,0.0104
RE1,WTRGWT,LNDMAIIRR,2029,1,WN,0.0109
RE1,WTRGWT,LNDMAIIRR,2030,1,WN,0.0114
RE1,WTRGWT,LNDMAIIRR,2031,1,WN,0.012
RE1,WTRGWT,LNDMAIIRR,2032,1,WN,0.0126
RE1,WTRGWT,LNDMAIIRR,2033,1,WN,0.0132
RE1,WTRGWT,LNDMAIIRR,2034,1,WN,0.0139
RE1,WTRGWT,LNDMAIIRR,2035,1,WN,0.0146
RE1,WTRRUN,LNDMAIIRR,2020,1,WN,0.0632
RE1,WTRRUN,LNDMAIIRR,2021,1,WN,0.0663
RE1,WTRRUN,LNDMAIIRR,2022,1,WN,0.0696
RE1,WTRRUN,LNDMAIIRR,2023,1,WN,0.0731
RE1,WTRRUN,LNDMAIIRR,2024,1,WN,0.0768
RE1,WTRRUN,LNDMAIIRR,2025,1,WN,0.0806
RE1,WTRRUN,LNDMAIIRR,2026,1,WN,0.0846
RE1,WTRRUN,LNDMAIIRR,2027,1,WN,0.0889
RE1,WTRRUN,LNDMAIIRR,2028,1,WN,0.0933
RE1,WTRRUN,LNDMAIIRR,2029,1,WN,0.098
RE1,WTRRUN,LNDMAIIRR,2030,1,WN,0.1029
RE1,WTRRUN,LNDMAIIRR,2031,1,WN,0.108
RE1,WTRRUN,LNDMAIIRR,2032,1,WN,0.1134
RE1,WTRRUN,LNDMAIIRR,2033,1,WN,0.1191
RE1,WTRRUN,LNDMAIIRR,2034,1,WN,0.125
RE1,WTRRUN,LNDMAIIRR,2035,1,WN,0.1313
RE1,CRPMAI,LNDMAIRNF,2020,1,WN,0.2876
RE1,CRPMAI,LNDMAIRNF,2021,1,WN,0.2947
RE1,CRPMAI,LNDMAIRNF,2022,1,WN,0.302
RE1,CRPMAI,LNDMAIRNF,2023,1,WN,0.309
RE1,CRPMAI,LNDMAIRNF,2024,1,WN,0.3162
RE1,CRPMAI,LNDMAIRNF,2025,1,WN,0.3255
RE1,CRPMAI,LNDMAIRNF,2026,1,WN,0.3324
RE1,CRPMAI,LNDMAIRNF,2027,1,WN,0.3395
RE1,CRPMAI,LNDMAIRNF,2028,1,WN,0.3487
RE1,CRPMAI,LNDMAIRNF,2029,1,WN,0.3578
RE1,CRPMAI,LNDMAIRNF,2030,1,WN,0.3669
RE1,CRPMAI,LNDMAIRNF,2031,1,WN,0.376
RE1,CRPMAI,LNDMAIRNF,2032,1,WN,0.3849
RE1,CRPMAI,LNDMAIRNF,2033,1,WN,0.3937
RE1,CRPMAI,LNDMAIRNF,2034,1,WN,0.4023
RE1,CRPMAI,LNDMAIRNF,2035,1,WN,0.411
RE1,WTREVT,LNDMAIRNF,2020,1,WN,0.3383
RE1,WTREVT,LNDMAIRNF,2021,1,WN,0.3467
RE1,WTREVT,LNDMAIRNF,2022,1,WN,0.3553
RE1,WTREVT,LNDMAIRNF,2023,1,WN,0.3636
RE1,WTREVT,LNDMAIRNF,2024,1,WN,0.372
RE1,WTREVT,LNDMAIRNF,2025,1,WN,0.3829
RE1,WTREVT,LNDMAIRNF,2026,1,WN,0.3911
RE1,WTREVT,LNDMAIRNF,2027,1,WN,0.3994
RE1,WTREVT,LNDMAIRNF,2028,1,WN,0.4102
RE1,WTREVT,LNDMAIRNF,2029,1,WN,0.4209
RE1,WTREVT,LNDMAIRNF,2030,1,WN,0.4317
RE1,WTREVT,LNDMAIRNF,2031,1,WN,0.4423
RE1,WTREVT,LNDMAIRNF,2032,1,WN,0.4528
RE1,WTREVT,LNDMAIRNF,2033,1,WN,0.4632
RE1,WTREVT,LNDMAIRNF,2034,1,WN,0.4733
RE1,WTREVT,LNDMAIRNF,2035,1,WN,0.4835
RE1,WTRGWT,LNDMAIRNF,2020,1,WN,0.0677
RE1,WTRGWT,LNDMAIRNF,2021,1,WN,0.0693
RE1,WTRGWT,LNDMAIRNF,2022,1,WN,0.0711
RE1,WTRGWT,LNDMAIRNF,2023,1,WN,0.0727
RE1,WTRGWT,LNDMAIRNF,2024,1,WN,0.0744
RE1,WTRGWT,LNDMAIRNF,2025,1,WN,0.0766
RE1,WTRGWT,LNDMAIRNF,2026,1,WN,0.0782
RE1,WTRGWT,LNDMAIRNF,2027,1,WN,0.0799
RE1,WTRGWT,LNDMAIRNF,2028,1,WN,0.082
RE1,WTRGWT,LNDMAIRNF,2029,1,WN,0.0842
RE1,WTRGWT,LNDMAIRNF,2030,1,WN,0.0863
RE1,WTRGWT,LNDMAIRNF,2031,1,WN,0.0885
RE1,WTRGWT,LNDMAIRNF,2032,1,WN,0.0906
RE1,WTRGWT,LNDMAIRNF,2033,1,WN,0.0926
RE1,WTRGWT,LNDMAIRNF,2034,1,WN,0.0947
RE1,WTRGWT,LNDMAIRNF,2035,1,WN,0.0967
RE1,WTRRUN,LNDMAIRNF,2020,1,WN,0.609
RE1,WTRRUN,LNDMAIRNF,2021,1,WN,0.6241
RE1,WTRRUN,LNDMAIRNF,2022,1,WN,0.6396
RE1,WTRRUN,LNDMAIRNF,2023,1,WN,0.6544
RE1,WTRRUN,LNDMAIRNF,2024,1,WN,0.6696
RE1,WTRRUN,LNDMAIRNF,2025,1,WN,0.6893
RE1,WTRRUN,LNDMAIRNF,2026,1,WN,0.704
RE1,WTRRUN,LNDMAIRNF,2027,1,WN,0.7189
RE1,WTRRUN,LNDMAIRNF,2028,1,WN,0.7384
RE1,WTRRUN,LNDMAIRNF,2029,1,WN,0.7576
RE1,WTRRUN,LNDMAIRNF,2030,1,WN,0.777
RE1,WTRRUN,LNDMAIRNF,2031,1,WN,0.7962
RE1,WTRRUN,LNDMAIRNF,2032,1,WN,0.8151
RE1,WTRRUN,LNDMAIRNF,2033,1,WN,0.8337
RE1,WTRRUN,LNDMAIRNF,2034,1,WN,0.8519
RE1,WTRRUN,LNDMAIRNF,2035,1,WN,0.8703
RE1,CRPRIC,LNDRICIRR,2020,1,WN,0.1187
RE1,CRPRIC,LNDRICIRR,2021,1,WN,0.1247
RE1,CRPRIC,LNDRICIRR,2022,1,WN,0.1309
RE1,CRPRIC,LNDRICIRR,2023,1,WN,0.1374
RE1,CRPRIC,LNDRICIRR,2024,1,WN,0.1443
RE1,CRPRIC,LNDRICIRR,2025,1,WN,0.1515
RE1,CRPRIC,LNDRICIRR,2026,1,WN,0.1591
RE1,CRPRIC,LNDRICIRR,2027,1,WN,0.167
RE1,CRPRIC,LNDRICIRR,2028,1,WN,0.1754
RE1,CRPRIC,LNDRICIRR,2029,1,WN,0.1842
RE1,CRPRIC,LNDRICIRR,2030,1,WN,0.1934
RE1,CRPRIC,LNDRICIRR,2031,1,WN,0.203
RE1,CRPRIC,LNDRICIRR,2032,1,WN,0.2132
RE1,CRPRIC,LNDRICIRR,2033,1,WN,0.2239
RE1,CRPRIC,LNDRICIRR,2034,1,WN,0.235
RE1,CRPRIC,LNDRICIRR,2035,1,WN,0.2468
RE1,WTREVT,LNDRICIRR,2020,1,WN,0.1187
RE1,WTREVT,LNDRICIRR,2021,1,WN,0.1247
RE1,WTREVT,LNDRICIRR,2022,1,WN,0.1309
RE1,WTREVT,LNDRICIRR,2023,1,WN,0.1374
RE1,WTREVT,LNDRICIRR,2024,1,WN,0.1443
RE1,WTREVT,LNDRICIRR,2025,1,WN,0.1515
RE1,WTREVT,LNDRICIRR,2026,1,WN,0.1591
RE1,WTREVT,LNDRICIRR,2027,1,WN,0.167
RE1,WTREVT,LNDRICIRR,2028,1,WN,0.1754
RE1,WTREVT,LNDRICIRR,2029,1,WN,0.1842
RE1,WTREVT,LNDRICIRR,2030,1,WN,0.1934
RE1,WTREVT,LNDRICIRR,2031,1,WN,0.203
RE1,WTREVT,LNDRICIRR,2032,1,WN,0.2132
RE1,WTREVT,LNDRICIRR,2033,1,WN,0.2239
RE1,WTREVT,LNDRICIRR,2034,1,WN,0.235
RE1,WTREVT,LNDRICIRR,2035,1,WN,0.2468
RE1,WTRGWT,LNDRICIRR,2020,1,WN,0.0824
RE1,WTRGWT,LNDRICIRR,2021,1,WN,0.0866
RE1,WTRGWT,LNDRICIRR,2022,1,WN,0.0909
RE1,WTRGWT,LNDRICIRR,2023,1,WN,0.0954
RE1,WTRGWT,LNDRICIRR,2024,1,WN,0.1002
RE1,WTRGWT,LNDRICIRR,2025,1,WN,0.1052
RE1,WTRGWT,LNDRICIRR,2026,1,WN,0.1105
RE1,WTRGWT,LNDRICIRR,2027,1,WN,0.116
RE1,WTRGWT,LNDRICIRR,2028,1,WN,0.1218
RE1,WTRGWT,LNDRICIRR,2029,1,WN,0.1279
RE1,WTRGWT,LNDRICIRR,2030,1,WN,0.1343
RE1,WTRGWT,LNDRICIRR,2031,1,WN,0.141
RE1,WTRGWT,LNDRICIRR,2032,1,WN,0.148
RE1,WTRGWT,LNDRICIRR,2033,1,WN,0.1555
RE1,WTRGWT,LNDRICIRR,2034,1,WN,0.1632
RE1,WTRGWT,LNDRICIRR,2035,1,WN,0.1714
RE1,WTRRUN,LNDRICIRR,2020,1,WN,0.0099
RE1,WTRRUN,LNDRICIRR,2021,1,WN,0.0104
RE1,WTRRUN,LNDRICIRR,2022,1,WN,0.0109
RE1,WTRRUN,LNDRICIRR,2023,1,WN,0.0115
RE1,WTRRUN,LNDRICIRR,2024,1,WN,0.012
RE1,WTRRUN,LNDRICIRR,2025,1,WN,0.0126
RE1,WTRRUN,LNDRICIRR,2026,1,WN,0.0133
RE1,WTRRUN,LNDRICIRR,2027,1,WN,0.0139
RE1,WTRRUN,LNDRICIRR,2028,1,WN,0.0146
RE1,WTRRUN,LNDRICIRR,2029,1,WN,0.0153
RE1,WTRRUN,LNDRICIRR,2030,1,WN,0.0161
RE1,WTRRUN,LNDRICIRR,2031,1,WN,0.0169
RE1,WTRRUN,LNDRICIRR,2032,1,WN,0.0178
RE1,WTRRUN,LNDRICIRR,2033,1,WN,0.0187
RE1,WTRRUN,LNDRICIRR,2034,1,WN,0.0196
RE1,WTRRUN,LNDRICIRR,2035,1,WN,0.0206
RE1,CRPRIC,LNDRICRNF,2020,1,WN,0.1797
RE1,CRPRIC,LNDRICRNF,2021,1,WN,0.1794
RE1,CRPRIC,LNDRICRNF,2022,1,WN,0.1792
RE1,CRPRIC,LNDRICRNF,2023,1,WN,0.1789
RE1,CRPRIC,LNDRICRNF,2024,1,WN,0.1784
RE1,CRPRIC,LNDRICRNF,2025,1,WN,0.1776
RE1,CRPRIC,LNDRICRNF,2026,1,WN,0.1767
RE1,CRPRIC,LNDRICRNF,2027,1,WN,0.1753
RE1,CRPRIC,LNDRICRNF,2028,1,WN,0.1738
RE1,CRPRIC,LNDRICRNF,2029,1,WN,0.1721
RE1,CRPRIC,LNDRICRNF,2030,1,WN,0.1699
RE1,CRPRIC,LNDRICRNF,2031,1,WN,0.1675
RE1,CRPRIC,LNDRICRNF,2032,1,WN,0.1648
RE1,CRPRIC,LNDRICRNF,2033,1,WN,0.1618
RE1,CRPRIC,LNDRICRNF,2034,1,WN,0.1583
RE1,CRPRIC,LNDRICRNF,2035,1,WN,0.1544
RE1,WTREVT,LNDRICRNF,2020,1,WN,0.1767
RE1,WTREVT,LNDRICRNF,2021,1,WN,0.1765
RE1,WTREVT,LNDRICRNF,2022,1,WN,0.1763
RE1,WTREVT,LNDRICRNF,2023,1,WN,0.1759
RE1,WTREVT,LNDRICRNF,2024,1,WN,0.1755
RE1,WTREVT,LNDRICRNF,2025,1,WN,0.1747
RE1,WTREVT,LNDRICRNF,2026,1,WN,0.1738
RE1,WTREVT,LNDRICRNF,2027,1,WN,0.1725
RE1,WTREVT,LNDRICRNF,2028,1,WN,0.171
RE1,WTREVT,LNDRICRNF,2029,1,WN,0.1693
RE1,WTREVT,LNDRICRNF,2030,1,WN,0.1671
RE1,WTREVT,LNDRICRNF,2031,1,WN,0.1648
RE1,WTREVT,LNDRICRNF,2032,1,WN,0.1621
RE1,WTREVT,LNDRICRNF,2033,1,WN,0.1591
RE1,WTREVT,LNDRICRNF,2034,1,WN,0.1557
RE1,WTREVT,LNDRICRNF,2035,1,WN,0.1518
RE1,WTRGWT,LNDRICRNF,2020,1,WN,0.0177
RE1,WTRGWT,LNDRICRNF,2021,1,WN,0.0177
RE1,WTRGWT,LNDRICRNF,2022,1,WN,0.0176
RE1,WTRGWT,LNDRICRNF,2023,1,WN,0.0176
RE1,WTRGWT,LNDRICRNF,2024,1,WN,0.0175
RE1,WTRGWT,LNDRICRNF,2025,1,WN,0.0175
RE1,WTRGWT,LNDRICRNF,2026,1,WN,0.0174
RE1,WTRGWT,LNDRICRNF,2027,1,WN,0.0172
RE1,WTRGWT,LNDRICRNF,2028,1,WN,0.0171
RE1,WTRGWT,LNDRICRNF,2029,1,WN,0.0169
