REGION,FUEL,TECHNOLOGY,YEAR,MODE_OF_OPERATION,TIMESLICE,VALUE
RE1,WTREVT,LNDMAIRNF,2032,1,WD,0.6322
RE1,WTREVT,LNDMAIRNF,2033,1,WD,0.6466
RE1,WTREVT,LNDMAIRNF,2034,1,WD,0.6608
RE1,WTREVT,LNDMAIRNF,2035,1,WD,0.6751
RE1,WTRGWT,LNDMAIRNF,2020,1,WD,0.0947
RE1,WTRGWT,LNDMAIRNF,2021,1,WD,0.0968
RE1,WTRGWT,LNDMAIRNF,2022,1,WD,0.0992
RE1,WTRGWT,LNDMAIRNF,2023,1,WD,0.1015
RE1,WTRGWT,LNDMAIRNF,2024,1,WD,0.1039
RE1,WTRGWT,LNDMAIRNF,2025,1,WD,0.1069
RE1,WTRGWT,LNDMAIRNF,2026,1,WD,0.1092
RE1,WTRGWT,LNDMAIRNF,2027,1,WD,0.1115
RE1,WTRGWT,LNDMAIRNF,2028,1,WD,0.1145
RE1,WTRGWT,LNDMAIRNF,2029,1,WD,0.1175
RE1,WTRGWT,LNDMAIRNF,2030,1,WD,0.1205
RE1,WTRGWT,LNDMAIRNF,2031,1,WD,0.1235
RE1,WTRGWT,LNDMAIRNF,2032,1,WD,0.1264
RE1,WTRGWT,LNDMAIRNF,2033,1,WD,0.1293
RE1,WTRGWT,LNDMAIRNF,2034,1,WD,0.1322
RE1,WTRGWT,LNDMAIRNF,2035,1,WD,0.135
RE1,WTRRUN,LNDMAIRNF,2020,1,WD,0.852
RE1,WTRRUN,LNDMAIRNF,2021,1,WD,0.8713
RE1,WTRRUN,LNDMAIRNF,2022,1,WD,0.8929
RE1,WTRRUN,LNDMAIRNF,2023,1,WD,0.9137
RE1,WTRRUN,LNDMAIRNF,2024,1,WD,0.9348
RE1,WTRRUN,LNDMAIRNF,2025,1,WD,0.9623
RE1,WTRRUN,LNDMAIRNF,2026,1,WD,0.9829
RE1,WTRRUN,LNDMAIRNF,2027,1,WD,1.0037
RE1,WTRRUN,LNDMAIRNF,2028,1,WD,1.0309
RE1,WTRRUN,LNDMAIRNF,2029,1,WD,1.0578
RE1,WTRRUN,LNDMAIRNF,2030,1,WD,1.0849
RE1,WTRRUN,LNDMAIRNF,2031,1,WD,1.1116
RE1,WTRRUN,LNDMAIRNF,2032,1,WD,1.138
RE1,WTRRUN,LNDMAIRNF,2033,1,WD,1.1639
RE1,WTRRUN,LNDMAIRNF,2034,1,WD,1.1894
RE1,WTRRUN,LNDMAIRNF,2035,1,WD,1.2151
RE1,CRPRIC,LNDRICIRR,2020,1,WD,0.1657
RE1,CRPRIC,LNDRICIRR,2021,1,WD,0.174
RE1,CRPRIC,LNDRICIRR,2022,1,WD,0.1827
RE1,CRPRIC,LNDRICIRR,2023,1,WD,0.1919
RE1,CRPRIC,LNDRICIRR,2024,1,WD,0.2014
RE1,CRPRIC,LNDRICIRR,2025,1,WD,0.2115
RE1,CRPRIC,LNDRICIRR,2026,1,WD,0.2221
RE1,CRPRIC,LNDRICIRR,2027,1,WD,0.2332
RE1,CRPRIC,LNDRICIRR,2028,1,WD,0.2449
RE1,CRPRIC,LNDRICIRR,2029,1,WD,0.2571
RE1,CRPRIC,LNDRICIRR,2030,1,WD,0.27
RE1,CRPRIC,LNDRICIRR,2031,1,WD,0.2835
RE1,CRPRIC,LNDRICIRR,2032,1,WD,0.2976
RE1,CRPRIC,LNDRICIRR,2033,1,WD,0.3125
RE1,CRPRIC,LNDRICIRR,2034,1,WD,0.3281
RE1,CRPRIC,LNDRICIRR,2035,1,WD,0.3445
RE1,WTREVT,LNDRICIRR,2020,1,WD,0.1657
RE1,WTREVT,LNDRICIRR,2021,1,WD,0.174
RE1,WTREVT,LNDRICIRR,2022,1,WD,0.1827
RE1,WTREVT,LNDRICIRR,2023,1,WD,0.1919
RE1,WTREVT,LNDRICIRR,2024,1,WD,0.2014
RE1,WTREVT,LNDRICIRR,2025,1,WD,0.2115
RE1,WTREVT,LNDRICIRR,2026,1,WD,0.2221
RE1,WTREVT,LNDRICIRR,2027,1,WD,0.2332
RE1,WTREVT,LNDRICIRR,2028,1,WD,0.2449
RE1,WTREVT,LNDRICIRR,2029,1,WD,0.2571
RE1,WTREVT,LNDRICIRR,2030,1,WD,0.27
RE1,WTREVT,LNDRICIRR,2031,1,WD,0.2835
RE1,WTREVT,LNDRICIRR,2032,1,WD,0.2976
RE1,WTREVT,LNDRICIRR,2033,1,WD,0.3125
RE1,WTREVT,LNDRICIRR,2034,1,WD,0.3281
RE1,WTREVT,LNDRICIRR,2035,1,WD,0.3445
RE1,WTRGWT,LNDRICIRR,2020,1,WD,0.1151
RE1,WTRGWT,LNDRICIRR,2021,1,WD,0.1209
RE1,WTRGWT,LNDRICIRR,2022,1,WD,0.1269
RE1,WTRGWT,LNDRICIRR,2023,1,WD,0.1332
RE1,WTRGWT,LNDRICIRR,2024,1,WD,0.1399
RE1,WTRGWT,LNDRICIRR,2025,1,WD,0.1469
RE1,WTRGWT,LNDRICIRR,2026,1,WD,0.1542
RE1,WTRGWT,LNDRICIRR,2027,1,WD,0.162
RE1,WTRGWT,LNDRICIRR,2028,1,WD,0.17
RE1,WTRGWT,LNDRICIRR,2029,1,WD,0.1786
RE1,WTRGWT,LNDRICIRR,2030,1,WD,0.1875
RE1,WTRGWT,LNDRICIRR,2031,1,WD,0.1969
RE1,WTRGWT,LNDRICIRR,2032,1,WD,0.2067
RE1,WTRGWT,LNDRICIRR,2033,1,WD,0.217
RE1,WTRGWT,LNDRICIRR,2034,1,WD,0.2279
RE1,WTRGWT,LNDRICIRR,2035,1,WD,0.2393
RE1,WTRRUN,LNDRICIRR,2020,1,WD,0.0138
RE1,WTRRUN,LNDRICIRR,2021,1,WD,0.0145
RE1,WTRRUN,LNDRICIRR,2022,1,WD,0.0152
RE1,WTRRUN,LNDRICIRR,2023,1,WD,0.016
RE1,WTRRUN,LNDRICIRR,2024,1,WD,0.0168
RE1,WTRRUN,LNDRICIRR,2025,1,WD,0.0176
RE1,WTRRUN,LNDRICIRR,2026,1,WD,0.0185
RE1,WTRRUN,LNDRICIRR,2027,1,WD,0.0194
RE1,WTRRUN,LNDRICIRR,2028,1,WD,0.0204
RE1,WTRRUN,LNDRICIRR,2029,1,WD,0.0214
RE1,WTRRUN,LNDRICIRR,2030,1,WD,0.0225
RE1,WTRRUN,LNDRICIRR,2031,1,WD,0.0236
RE1,WTRRUN,LNDRICIRR,2032,1,WD,0.0248
RE1,WTRRUN,LNDRICIRR,2033,1,WD,0.026
RE1,WTRRUN,LNDRICIRR,2034,1,WD,0.0273
RE1,WTRRUN,LNDRICIRR,2035,1,WD,0.0287
RE1,CRPRIC,LNDRICRNF,2020,1,WD,0.2493
RE1,CRPRIC,LNDRICRNF,2021,1,WD,0.2505
RE1,CRPRIC,LNDRICRNF,2022,1,WD,0.2502
RE1,CRPRIC,LNDRICRNF,2023,1,WD,0.2497
RE1,CRPRIC,LNDRICRNF,2024,1,WD,0.2491
RE1,CRPRIC,LNDRICRNF,2025,1,WD,0.248
RE1,CRPRIC,LNDRICRNF,2026,1,WD,0.2467
RE1,CRPRIC,LNDRICRNF,2027,1,WD,0.2448
RE1,CRPRIC,LNDRICRNF,2028,1,WD,0.2427
RE1,CRPRIC,LNDRICRNF,2029,1,WD,0.2403
RE1,CRPRIC,LNDRICRNF,2030,1,WD,0.2372
RE1,CRPRIC,LNDRICRNF,2031,1,WD,0.2338
RE1,CRPRIC,LNDRICRNF,2032,1,WD,0.2301
RE1,CRPRIC,LNDRICRNF,2033,1,WD,0.2259
RE1,CRPRIC,LNDRICRNF,2034,1,WD,0.221
RE1,CRPRIC,LNDRICRNF,2035,1,WD,0.2155
RE1,WTREVT,LNDRICRNF,2020,1,WD,0.2453
RE1,WTREVT,LNDRICRNF,2021,1,WD,0.2464
RE1,WTREVT,LNDRICRNF,2022,1,WD,0.2461
RE1,WTREVT,LNDRICRNF,2023,1,WD,0.2456
RE1,WTREVT,LNDRICRNF,2024,1,WD,0.245
RE1,WTREVT,LNDRICRNF,2025,1,WD,0.2439
RE1,WTREVT,LNDRICRNF,2026,1,WD,0.2426
RE1,WTREVT,LNDRICRNF,2027,1,WD,0.2408
RE1,WTREVT,LNDRICRNF,2028,1,WD,0.2387
RE1,WTREVT,LNDRICRNF,2029,1,WD,0.2363
RE1,WTREVT,LNDRICRNF,2030,1,WD,0.2333
RE1,WTREVT,LNDRICRNF,2031,1,WD,0.23
RE1,WTREVT,LNDRICRNF,2032,1,WD,0.2263
RE1,WTREVT,LNDRICRNF,2033,1,WD,0.2222
RE1,WTREVT,LNDRICRNF,2034,1,WD,0.2173
RE1,WTREVT,LNDRICRNF,2035,1,WD,0.212
RE1,WTRGWT,LNDRICRNF,2020,1,WD,0.0245
RE1,WTRGWT,LNDRICRNF,2021,1,WD,0.0246
RE1,WTRGWT,LNDRICRNF,2022,1,WD,0.0246
RE1,WTRGWT,LNDRICRNF,2023,1,WD,0.0246
RE1,WTRGWT,LNDRICRNF,2024,1,WD,0.0245
RE1,WTRGWT,LNDRICRNF,2025,1,WD,0.0244
RE1,WTRGWT,LNDRICRNF,2026,1,WD,0.0243
RE1,WTRGWT,LNDRICRNF,2027,1,WD,0.0241
RE1,WTRGWT,LNDRICRNF,2028,1,WD,0.0239
RE1,WTRGWT,LNDRICRNF,2029,1,WD,0.0236
RE1,WTRGWT,LNDRICRNF,2030,1,WD,0.0233
RE1,WTRGWT,LNDRICRNF,2031,1,WD,0.023
RE1,WTRGWT,LNDRICRNF,2032,1,WD,0.0226
RE1,WTRGWT,LNDRICRNF,2033,1,WD,0.0222
RE1,WTRGWT,LNDRICRNF,2034,1,WD,0.0217
RE1,WTRGWT,LNDRICRNF,2035,1,WD,0.0212
RE1,WTRRUN,LNDRICRNF,2020,1,WD,0.2207
RE1,WTRRUN,LNDRICRNF,2021,1,WD,0.2218
RE1,WTRRUN,LNDRICRNF,2022,1,WD,0.2215
RE1,WTRRUN,LNDRICRNF,2023,1,WD,0.2211
RE1,WTRRUN,LNDRICRNF,2024,1,WD,0.2205
RE1,WTRRUN,LNDRICRNF,2025,1,WD,0.2195
RE1,WTRRUN,LNDRICRNF,2026,1,WD,0.2184
RE1,WTRRUN,LNDRICRNF,2027,1,WD,0.2167
RE1,WTRRUN,LNDRICRNF,2028,1,WD,0.2148
RE1,WTRRUN,LNDRICRNF,2029,1,WD,0.2127
RE1,WTRRUN,LNDRICRNF,2030,1,WD,0.21
RE1,WTRRUN,LNDRICRNF,2031,1,WD,0.207
RE1,WTRRUN,LNDRICRNF,2032,1,WD,0.2037
RE1,WTRRUN,LNDRICRNF,2033,1,WD,0.2
RE1,WTRRUN,LNDRICRNF,2034,1,WD,0.1956
RE1,WTRRUN,LNDRICRNF,2035,1,WD,0.1908
RE1,LWAT,LNDWAT,2020,1,WD,7.2311
RE1,LWAT,LNDWAT,2021,1,WD,7.4392
RE1,LWAT,LNDWAT,2022,1,WD,7.651
RE1,LWAT,LNDWAT,2023,1,WD,7.8609
RE1,LWAT,LNDWAT,2024,1,WD,8.08
RE1,LWAT,LNDWAT,2025,1,WD,8.3208
RE1,LWAT,LNDWAT,2026,1,WD,8.5318
RE1,LWAT,LNDWAT,2027,1,WD,8.7509
RE1,LWAT,LNDWAT,2028,1,WD,8.9925
RE1,LWAT,LNDWAT,2029,1,WD,9.241
RE1,LWAT,LNDWAT,2030,1,WD,9.4832
RE1,LWAT,LNDWAT,2031,1,WD,9.7322
RE1,LWAT,LNDWAT,2032,1,WD,9.9737
RE1,LWAT,LNDWAT,2033,1,WD,6.0154
RE1,LWAT,LNDWAT,2034,1,WD,5.9152
RE1,LWAT,LNDWAT,2035,1,WD,5.8144
RE1,WTREVT,LNDWAT,2020,1,WD,2.8924
RE1,WTREVT,LNDWAT,2021,1,WD,2.9757
RE1,WTREVT,LNDWAT,2022,1,WD,3.0604
RE1,WTREVT,LNDWAT,2023,1,WD,3.1443
RE1,WTREVT,LNDWAT,2024,1,WD,3.232
RE1,WTREVT,LNDWAT,2025,1,WD,3.3283
RE1,WTREVT,LNDWAT,2026,1,WD,3.4127
RE1,WTREVT,LNDWAT,2027,1,WD,3.5003
RE1,WTREVT,LNDWAT,2028,1,WD,3.597
RE1,WTREVT,LNDWAT,2029,1,WD,3.6964
RE1,WTREVT,LNDWAT,2030,1,WD,3.7933
RE1,WTREVT,LNDWAT,2031,1,WD,3.8929
RE1,WTREVT,LNDWAT,2032,1,WD,3.9895
RE1,WTREVT,LNDWAT,2033,1,WD,2.4062
RE1,WTREVT,LNDWAT,2034,1,WD,2.3661
RE1,WTREVT,LNDWAT,2035,1,WD,2.3258
RE1,WTRGWT,LNDWAT,2020,1,WD,0.5785
RE1,WTRGWT,LNDWAT,2021,1,WD,0.5951
RE1,WTRGWT,LNDWAT,2022,1,WD,0.6121
RE1,WTRGWT,LNDWAT,2023,1,WD,0.6289
RE1,WTRGWT,LNDWAT,2024,1,WD,0.6464
RE1,WTRGWT,LNDWAT,2025,1,WD,0.6657
RE1,WTRGWT,LNDWAT,2026,1,WD,0.6825
RE1,WTRGWT,LNDWAT,2027,1,WD,0.7001
RE1,WTRGWT,LNDWAT,2028,1,WD,0.7194
RE1,WTRGWT,LNDWAT,2029,1,WD,0.7393
RE1,WTRGWT,LNDWAT,2030,1,WD,0.7587
RE1,WTRGWT,LNDWAT,2031,1,WD,0.7786
RE1,WTRGWT,LNDWAT,2032,1,WD,0.7979
RE1,WTRGWT,LNDWAT,2033,1,WD,0.4812
RE1,WTRGWT,LNDWAT,2034,1,WD,0.4732
RE1,WTRGWT,LNDWAT,2035,1,WD,0.4652
RE1,WTRRUN,LNDWAT,2020,1,WD,5.2064
RE1,WTRRUN,LNDWAT,2021,1,WD,5.3562
RE1,WTRRUN,LNDWAT,2022,1,WD,5.5087
RE1,WTRRUN,LNDWAT,2023,1,WD,5.6598
RE1,WTRRUN,LNDWAT,2024,1,WD,5.8176
RE1,WTRRUN,LNDWAT,2025,1,WD,5.991
RE1,WTRRUN,LNDWAT,2026,1,WD,6.1429
RE1,WTRRUN,LNDWAT,2027,1,WD,6.3006
RE1,WTRRUN,LNDWAT,2028,1,WD,6.4746
RE1,WTRRUN,LNDWAT,2029,1,WD,6.6535
RE1,WTRRUN,LNDWAT,2030,1,WD,6.8279
RE1,WTRRUN,LNDWAT,2031,1,WD,7.0072
RE1,WTRRUN,LNDWAT,2032,1,WD,7.181
RE1,WTRRUN,LNDWAT,2033,1,WD,4.3311
RE1,WTRRUN,LNDWAT,2034,1,WD,4.259
RE1,WTRRUN,LNDWAT,2035,1,WD,4.1864
RE1,COA,MINCOA,2020,1,WD,136.7086
RE1,COA,MINCOA,2021,1,WD,136.7086
RE1,COA,MINCOA,2022,1,WD,136.7086
RE1,COA,MINCOA,2023,1,WD,136.7086
RE1,COA,MINCOA,2024,1,WD,136.7086
RE1,COA,MINCOA,2025,1,WD,136.7086
RE1,COA,MINCOA,2026,1,WD,95.696
RE1,COA,MINCOA,2027,1,WD,95.696
RE1,COA,MINCOA,2028,1,WD,95.696
RE1,COA,MINCOA,2029,1,WD,95.696
RE1,COA,MINCOA,2030,1,WD,95.696
RE1,COA,MINCOA,2031,1,WD,95.696
RE1,COA,MINCOA,2032,1,WD,95.696
RE1,COA,MINCOA,2033,1,WD,95.696
RE1,COA,MINCOA,2034,1,WD,95.696
RE1,COA,MINCOA,2035,1,WD,95.696
RE1,GAS,MINGAS,2020,1,WD,15.1607
RE1,GAS,MINGAS,2021,1,WD,18.2278
RE1,GAS,MINGAS,2022,1,WD,18.2278
RE1,GAS,MINGAS,2023,1,WD,18.2278
RE1,GAS,MINGAS,2024,1,WD,18.2278
RE1,GAS,MINGAS,2025,1,WD,18.2278
RE1,GAS,MINGAS,2026,1,WD,51.79
RE1,GAS,MINGAS,2027,1,WD,51.79
RE1,GAS,MINGAS,2028,1,WD,51.79
RE1,GAS,MINGAS,2029,1,WD,51.79
RE1,GAS,MINGAS,2030,1,WD,51.79
RE1,GAS,MINGAS,2031,1,WD,51.79
RE1,GAS,MINGAS,2032,1,WD,51.79
RE1,GAS,MINGAS,2033,1,WD,48.515
RE1,GAS,MINGAS,2034,1,WD,28.0479
RE1,GAS,MINGAS,2035,1,WD,6.6469
RE1,ELC001,PWRCOA,2020,1,WD,45.5695
RE1,ELC001,PWRCOA,2021,1,WD,45.5695
RE1,ELC001,PWRCOA,2022,1,WD,45.5695
RE1,ELC001,PWRCOA,2023,1,WD,45.5695
RE1,ELC001,PWRCOA,2024,1,WD,45.5695
RE1,ELC001,PWRCOA,2025,1,WD,45.5695
RE1,ELC001,PWRCOA,2026,1,WD,31.8987
RE1,ELC001,PWRCOA,2027,1,WD,31.8987
RE1,ELC001,PWRCOA,2028,1,WD,31.8987
RE1,ELC001,PWRCOA,2029,1,WD,31.8987
RE1,ELC001,PWRCOA,2030,1,WD,31.8987
RE1,ELC001,PWRCOA,2031,1,WD,31.8987
RE1,ELC001,PWRCOA,2032,1,WD,31.8987
RE1,ELC001,PWRCOA,2033,1,WD,31.8987
RE1,ELC001,PWRCOA,2034,1,WD,31.8987
RE1,ELC001,PWRCOA,2035,1,WD,31.8987
RE1,ELC001,PWRGAS,2020,1,WD,7.5804
RE1,ELC001,PWRGAS,2021,1,WD,9.1139
RE1,ELC001,PWRGAS,2022,1,WD,9.1139
RE1,ELC001,PWRGAS,2023,1,WD,9.1139
RE1,ELC001,PWRGAS,2024,1,WD,9.1139
RE1,ELC001,PWRGAS,2025,1,WD,9.1139
RE1,ELC001,PWRGAS,2026,1,WD,25.895
RE1,ELC001,PWRGAS,2027,1,WD,25.895
RE1,ELC001,PWRGAS,2028,1,WD,25.895
RE1,ELC001,PWRGAS,2029,1,WD,25.895
RE1,ELC001,PWRGAS,2030,1,WD,25.895
RE1,ELC001,PWRGAS,2031,1,WD,25.895
RE1,ELC001,PWRGAS,2032,1,WD,25.895
RE1,ELC001,PWRGAS,2033,1,WD,24.2575
RE1,ELC001,PWRGAS,2034,1,WD,14.0239
RE1,ELC001,PWRGAS,2035,1,WD,3.3234
RE1,ELC001,PWRHYD,2020,1,WD,12.6446
RE1,ELC001,PWRHYD,2021,1,WD,12.6843
RE1,ELC001,PWRHYD,2022,1,WD,12.725
RE1,ELC001,PWRHYD,2023,1,WD,12.7651
RE1,ELC001,PWRHYD,2024,1,WD,12.8069
RE1,ELC001,PWRHYD,2025,1,WD,12.8536
RE1,ELC001,PWRHYD,2026,1,WD,12.8939
RE1,ELC001,PWRHYD,2027,1,WD,12.9355
RE1,ELC001,PWRHYD,2028,1,WD,12.9822
RE1,ELC001,PWRHYD,2029,1,WD,13.03
RE1,ELC001,PWRHYD,2030,1,WD,13.0766
RE1,ELC001,PWRHYD,2031,1,WD,13.1244
RE1,ELC001,PWRHYD,2032,1,WD,13.1707
RE1,ELC001,PWRHYD,2033,1,WD,12.5451
RE1,ELC001,PWRHYD,2034,1,WD,12.5366
RE1,ELC001,PWRHYD,2035,1,WD,12.5281
RE1,ELC002,PWRSOL,2020,1,WD,0.9006
RE1,ELC002,PWRSOL,2021,1,WD,0.989
RE1,ELC002,PWRSOL,2022,1,WD,3.5976
RE1,ELC002,PWRSOL,2023,1,WD,6.5837
RE1,ELC002,PWRSOL,2024,1,WD,9.5771
RE1,ELC002,PWRSOL,2025,1,WD,12.9461
RE1,ELC002,PWRSOL,2026,1,WD,14.2678
RE1,ELC002,PWRSOL,2027,1,WD,18.4133
RE1,ELC002,PWRSOL,2028,1,WD,22.9421
RE1,ELC002,PWRSOL,2029,1,WD,28.2199
RE1,ELC002,PWRSOL,2030,1,WD,33.8884
RE1,ELC002,PWRSOL,2031,1,WD,39.9353
RE1,ELC002,PWRSOL,2032,1,WD,46.7505
RE1,ELC002,PWRSOL,2033,1,WD,56.0247
RE1,ELC002,PWRSOL,2034,1,WD,73.241
RE1,ELC002,PWRSOL,2035,1,WD,91.2611
RE1,ELC002,PWRTRN,2020,1,WD,62.3319
RE1,ELC002,PWRTRN,2021,1,WD,66.8648
RE1,ELC002,PWRTRN,2022,1,WD,70.0184
RE1,ELC002,PWRTRN,2023,1,WD,73.1715
RE1,ELC002,PWRTRN,2024,1,WD,76.3261
RE1,ELC002,PWRTRN,2025,1,WD,79.4851
RE1,ELC002,PWRTRN,2026,1,WD,85.4374
RE1,ELC002,PWRTRN,2027,1,WD,88.5919
RE1,ELC002,PWRTRN,2028,1,WD,91.7508
RE1,ELC002,PWRTRN,2029,1,WD,94.9108
RE1,ELC002,PWRTRN,2030,1,WD,98.0698
RE1,ELC002,PWRTRN,2031,1,WD,101.2297
RE1,ELC002,PWRTRN,2032,1,WD,104.3884
RE1,ELC002,PWRTRN,2033,1,WD,105.4685
RE1,ELC002,PWRTRN,2034,1,WD,99.3676
RE1,ELC002,PWRTRN,2035,1,WD,92.8464
RE1,ELC001,PWRWND,2020,1,WD,3.4633
RE1,ELC001,PWRWND,2021,1,WD,6.9266
RE1,ELC001,PWRWND,2022,1,WD,10.3898
RE1,ELC001,PWRWND,2023,1,WD,13.8531
RE1,ELC001,PWRWND,2024,1,WD,17.3164
RE1,ELC001,PWRWND,2025,1,WD,20.7797
RE1,ELC001,PWRWND,2026,1,WD,24.243
RE1,ELC001,PWRWND,2027,1,WD,27.7063
RE1,ELC001,PWRWND,2028,1,WD,31.1695
RE1,ELC001,PWRWND,2029,1,WD,34.6328
RE1,ELC001,PWRWND,2030,1,WD,38.0961
RE1,ELC001,PWRWND,2031,1,WD,41.5594
RE1,ELC001,PWRWND,2032,1,WD,45.0227
RE1,ELC001,PWRWND,2033,1,WD,48.486
RE1,ELC001,PWRWND,2034,1,WD,51.9493
RE1,ELC001,PWRWND,2035,1,WD,55.4125
RE1,HYD,RSCHYD,2020,1,WD,12.6445
RE1,HYD,RSCHYD,2021,1,WD,12.6843
RE1,HYD,RSCHYD,2022,1,WD,12.7249
RE1,HYD,RSCHYD,2023,1,WD,12.7651
RE1,HYD,RSCHYD,2024,1,WD,12.807
RE1,HYD,RSCHYD,2025,1,WD,12.8536
RE1,HYD,RSCHYD,2026,1,WD,12.8939
RE1,HYD,RSCHYD,2027,1,WD,12.9355
RE1,HYD,RSCHYD,2028,1,WD,12.9822
RE1,HYD,RSCHYD,2029,1,WD,13.03
RE1,HYD,RSCHYD,2030,1,WD,13.0766
RE1,HYD,RSCHYD,2031,1,WD,13.1244
RE1,HYD,RSCHYD,2032,1,WD,13.1707
RE1,HYD,RSCHYD,2033,1,WD,12.5451
RE1,HYD,RSCHYD,2034,1,WD,12.5366
RE1,HYD,RSCHYD,2035,1,WD,12.5281
RE1,WTRSUR,RSCHYD,2020,1,WD,31.6114
RE1,WTRSUR,RSCHYD,2021,1,WD,31.7107
RE1,WTRSUR,RSCHYD,2022,1,WD,31.8124
RE1,WTRSUR,RSCHYD,2023,1,WD,31.9128
RE1,WTRSUR,RSCHYD,2024,1,WD,32.0174
RE1,WTRSUR,RSCHYD,2025,1,WD,32.134
RE1,WTRSUR,RSCHYD,2026,1,WD,32.2347
RE1,WTRSUR,RSCHYD,2027,1,WD,32.3388
RE1,WTRSUR,RSCHYD,2028,1,WD,32.4555
RE1,WTRSUR,RSCHYD,2029,1,WD,32.5749
RE1,WTRSUR,RSCHYD,2030,1,WD,32.6916
RE1,WTRSUR,RSCHYD,2031,1,WD,32.811
RE1,WTRSUR,RSCHYD,2032,1,WD,32.9269
RE1,WTRSUR,RSCHYD,2033,1,WD,31.3628
RE1,WTRSUR,RSCHYD,2034,1,WD,31.3416
RE1,WTRSUR,RSCHYD,2035,1,WD,31.3201
RE1,LND,RSCLND,2020,1,WD,86.7
RE1,LND,RSCLND,2021,1,WD,86.7
RE1,LND,RSCLND,2022,1,WD,86.7
RE1,LND,RSCLND,2023,1,WD,86.7
RE1,LND,RSCLND,2024,1,WD,86.7
RE1,LND,RSCLND,2025,1,WD,86.7
RE1,LND,RSCLND,2026,1,WD,86.7
RE1,LND,RSCLND,2027,1,WD,86.7
RE1,LND,RSCLND,2028,1,WD,86.7
RE1,LND,RSCLND,2029,1,WD,86.7
RE1,LND,RSCLND,2030,1,WD,86.7
RE1,LND,RSCLND,2031,1,WD,86.7
RE1,LND,RSCLND,2032,1,WD,86.7
RE1,LND,RSCLND,2033,1,WD,86.7
RE1,LND,RSCLND,2034,1,WD,86.7
RE1,LND,RSCLND,2035,1,WD,86.7
RE1,WTRPRC,RSCPRC,2020,1,WD,104.04
RE1,WTRPRC,RSCPRC,2021,1,WD,104.04
RE1,WTRPRC,RSCPRC,2022,1,WD,104.04
RE1,WTRPRC,RSCPRC,2023,1,WD,104.04
RE1,WTRPRC,RSCPRC,2024,1,WD,104.04
RE1,WTRPRC,RSCPRC,2025,1,WD,104.04
RE1,WTRPRC,RSCPRC,2026,1,WD,104.04
RE1,WTRPRC,RSCPRC,2027,1,WD,104.04
RE1,WTRPRC,RSCPRC,2028,1,WD,104.04
RE1,WTRPRC,RSCPRC,2029,1,WD,104.04
RE1,WTRPRC,RSCPRC,2030,1,WD,104.04
RE1,WTRPRC,RSCPRC,2031,1,WD,104.04
RE1,WTRPRC,RSCPRC,2032,1,WD,104.04
RE1,WTRPRC,RSCPRC,2033,1,WD,104.04
RE1,WTRPRC,RSCPRC,2034,1,WD,104.04
RE1,WTRPRC,RSCPRC,2035,1,WD,104.04
RE1,SOL,RSCSOL,2020,1,WD,0.9006
RE1,SOL,RSCSOL,2021,1,WD,0.989
RE1,SOL,RSCSOL,2022,1,WD,3.5976
RE1,SOL,RSCSOL,2023,1,WD,6.5837
RE1,SOL,RSCSOL,2024,1,WD,9.5771
RE1,SOL,RSCSOL,2025,1,WD,12.9461
RE1,SOL,RSCSOL,2026,1,WD,14.2678
RE1,SOL,RSCSOL,2027,1,WD,18.4133
RE1,SOL,RSCSOL,2028,1,WD,22.9421
RE1,SOL,RSCSOL,2029,1,WD,28.2199
RE1,SOL,RSCSOL,2030,1,WD,33.8884
RE1,SOL,RSCSOL,2031,1,WD,39.9353
RE1,SOL,RSCSOL,2032,1,WD,46.7505
RE1,SOL,RSCSOL,2033,1,WD,56.0247
RE1,SOL,RSCSOL,2034,1,WD,73.241
RE1,SOL,RSCSOL,2035,1,WD,91.2611
RE1,WND,RSCWND,2020,1,WD,3.4633
RE1,WND,RSCWND,2021,1,WD,6.9266
RE1,WND,RSCWND,2022,1,WD,10.3898
RE1,WND,RSCWND,2023,1,WD,13.8531
RE1,WND,RSCWND,2024,1,WD,17.3164
RE1,WND,RSCWND,2025,1,WD,20.7797
RE1,WND,RSCWND,2026,1,WD,24.243
RE1,WND,RSCWND,2027,1,WD,27.7063
RE1,WND,RSCWND,2028,1,WD,31.1695
RE1,WND,RSCWND,2029,1,WD,34.6328
RE1,WND,RSCWND,2030,1,WD,38.0961
RE1,WND,RSCWND,2031,1,WD,41.5594
RE1,WND,RSCWND,2032,1,WD,45.0227
RE1,WND,RSCWND,2033,1,WD,48.486
RE1,WND,RSCWND,2034,1,WD,51.9493
RE1,WND,RSCWND,2035,1,WD,55.4125
RE1,AGRDSL,DEMAGRDSL,2020,1,WN,0.4235
RE1,AGRDSL,DEMAGRDSL,2021,1,WN,0.434
RE1,AGRDSL,DEMAGRDSL,2022,1,WN,0.4448
RE1,AGRDSL,DEMAGRDSL,2023,1,WN,0.4556
RE1,AGRDSL,DEMAGRDSL,2024,1,WN,0.4667
RE1,AGRDSL,DEMAGRDSL,2025,1,WN,0.4797
RE1,AGRDSL,DEMAGRDSL,2026,1,WN,0.4909
RE1,AGRDSL,DEMAGRDSL,2027,1,WN,0.5022
RE1,AGRDSL,DEMAGRDSL,2028,1,WN,0.5157
RE1,AGRDSL,DEMAGRDSL,2029,1,WN,0.5292
