REGION,TIMESLICE,FUEL,YEAR,VALUE
RE1,S12,CRPOTC,2047,0
RE1,S12,CRPOTC,2048,0
RE1,S12,CRPOTC,2049,0
RE1,S12,CRPOTC,2050,0
RE1,S12,TRABIO,2020,0
RE1,S12,TRABIO,2021,0
RE1,S12,TRABIO,2022,0
RE1,S12,TRABIO,2023,0
RE1,S12,TRABIO,2024,0
RE1,S12,TRABIO,2025,0
RE1,S12,TRABIO,2026,0
RE1,S12,TRABIO,2027,0
RE1,S12,TRABIO,2028,0
RE1,S12,TRABIO,2029,0
RE1,S12,TRABIO,2030,0
RE1,S12,TRABIO,2031,0
RE1,S12,TRABIO,2032,0
RE1,S12,TRABIO,2033,0
RE1,S12,TRABIO,2034,0
RE1,S12,TRABIO,2035,0
RE1,S12,TRABIO,2036,0
RE1,S12,TRABIO,2037,0
RE1,S12,TRABIO,2038,0
RE1,S12,TRABIO,2039,0
RE1,S12,TRABIO,2040,0
RE1,S12,TRABIO,2041,0
RE1,S12,TRABIO,2042,0
RE1,S12,TRABIO,2043,0
RE1,S12,TRABIO,2044,0
RE1,S12,TRABIO,2045,0
RE1,S12,TRABIO,2046,0
RE1,S12,TRABIO,2047,0
RE1,S12,TRABIO,2048,0
RE1,S12,TRABIO,2049,0
RE1,S12,TRABIO,2050,0
RE1,S12,LFOR,2020,0
RE1,S12,LFOR,2021,0
RE1,S12,LFOR,2022,0
RE1,S12,LFOR,2023,0
RE1,S12,LFOR,2024,0
RE1,S12,LFOR,2025,0
RE1,S12,LFOR,2026,0
RE1,S12,LFOR,2027,0
RE1,S12,LFOR,2028,0
RE1,S12,LFOR,2029,0
RE1,S12,LFOR,2030,0
RE1,S12,LFOR,2031,0
RE1,S12,LFOR,2032,0
RE1,S12,LFOR,2033,0
RE1,S12,LFOR,2034,0
RE1,S12,LFOR,2035,0
RE1,S12,LFOR,2036,0
RE1,S12,LFOR,2037,0
RE1,S12,LFOR,2038,0
RE1,S12,LFOR,2039,0
RE1,S12,LFOR,2040,0
RE1,S12,LFOR,2041,0
RE1,S12,LFOR,2042,0
RE1,S12,LFOR,2043,0
RE1,S12,LFOR,2044,0
RE1,S12,LFOR,2045,0
RE1,S12,LFOR,2046,0
RE1,S12,LFOR,2047,0
RE1,S12,LFOR,2048,0
RE1,S12,LFOR,2049,0
RE1,S12,LFOR,2050,0
RE1,S12,LBLT,2020,0
RE1,S12,LBLT,2021,0
RE1,S12,LBLT,2022,0
RE1,S12,LBLT,2023,0
RE1,S12,LBLT,2024,0
RE1,S12,LBLT,2025,0
RE1,S12,LBLT,2026,0
RE1,S12,LBLT,2027,0
RE1,S12,LBLT,2028,0
RE1,S12,LBLT,2029,0
RE1,S12,LBLT,2030,0
RE1,S12,LBLT,2031,0
RE1,S12,LBLT,2032,0
RE1,S12,LBLT,2033,0
RE1,S12,LBLT,2034,0
RE1,S12,LBLT,2035,0
RE1,S12,LBLT,2036,0
RE1,S12,LBLT,2037,0
RE1,S12,LBLT,2038,0
RE1,S12,LBLT,2039,0
RE1,S12,LBLT,2040,0
RE1,S12,LBLT,2041,0
RE1,S12,LBLT,2042,0
RE1,S12,LBLT,2043,0
RE1,S12,LBLT,2044,0
RE1,S12,LBLT,2045,0
RE1,S12,LBLT,2046,0
RE1,S12,LBLT,2047,0
RE1,S12,LBLT,2048,0
RE1,S12,LBLT,2049,0
RE1,S12,LBLT,2050,0
RE1,S12,LWAT,2020,0
RE1,S12,LWAT,2021,0
RE1,S12,LWAT,2022,0
RE1,S12,LWAT,2023,0
RE1,S12,LWAT,2024,0
RE1,S12,LWAT,2025,0
RE1,S12,LWAT,2026,0
RE1,S12,LWAT,2027,0
RE1,S12,LWAT,2028,0
RE1,S12,LWAT,2029,0
RE1,S12,LWAT,2030,0
RE1,S12,LWAT,2031,0
RE1,S12,LWAT,2032,0
RE1,S12,LWAT,2033,0
RE1,S12,LWAT,2034,0
RE1,S12,LWAT,2035,0
RE1,S12,LWAT,2036,0
RE1,S12,LWAT,2037,0
RE1,S12,LWAT,2038,0
RE1,S12,LWAT,2039,0
RE1,S12,LWAT,2040,0
RE1,S12,LWAT,2041,0
RE1,S12,LWAT,2042,0
RE1,S12,LWAT,2043,0
RE1,S12,LWAT,2044,0
RE1,S12,LWAT,2045,0
RE1,S12,LWAT,2046,0
RE1,S12,LWAT,2047,0
RE1,S12,LWAT,2048,0
RE1,S12,LWAT,2049,0
RE1,S12,LWAT,2050,0
RE1,S12,LOTH,2020,0
RE1,S12,LOTH,2021,0
RE1,S12,LOTH,2022,0
RE1,S12,LOTH,2023,0
RE1,S12,LOTH,2024,0
RE1,S12,LOTH,2025,0
RE1,S12,LOTH,2026,0
RE1,S12,LOTH,2027,0
RE1,S12,LOTH,2028,0
RE1,S12,LOTH,2029,0
RE1,S12,LOTH,2030,0
RE1,S12,LOTH,2031,0
RE1,S12,LOTH,2032,0
RE1,S12,LOTH,2033,0
RE1,S12,LOTH,2034,0
RE1,S12,LOTH,2035,0
RE1,S12,LOTH,2036,0
RE1,S12,LOTH,2037,0
RE1,S12,LOTH,2038,0
RE1,S12,LOTH,2039,0
RE1,S12,LOTH,2040,0
RE1,S12,LOTH,2041,0
RE1,S12,LOTH,2042,0
RE1,S12,LOTH,2043,0
RE1,S12,LOTH,2044,0
RE1,S12,LOTH,2045,0
RE1,S12,LOTH,2046,0
RE1,S12,LOTH,2047,0
RE1,S12,LOTH,2048,0
RE1,S12,LOTH,2049,0
RE1,S12,LOTH,2050,0
RE1,S12,CRPSGC,2020,0
RE1,S12,CRPSGC,2021,0
RE1,S12,CRPSGC,2022,0
RE1,S12,CRPSGC,2023,0
RE1,S12,CRPSGC,2024,0
RE1,S12,CRPSGC,2025,0
RE1,S12,CRPSGC,2026,0
RE1,S12,CRPSGC,2027,0
RE1,S12,CRPSGC,2028,0
RE1,S12,CRPSGC,2029,0
RE1,S12,CRPSGC,2030,0
RE1,S12,CRPSGC,2031,0
RE1,S12,CRPSGC,2032,0
RE1,S12,CRPSGC,2033,0
RE1,S12,CRPSGC,2034,0
RE1,S12,CRPSGC,2035,0
RE1,S12,CRPSGC,2036,0
RE1,S12,CRPSGC,2037,0
RE1,S12,CRPSGC,2038,0
RE1,S12,CRPSGC,2039,0
RE1,S12,CRPSGC,2040,0
RE1,S12,CRPSGC,2041,0
RE1,S12,CRPSGC,2042,0
RE1,S12,CRPSGC,2043,0
RE1,S12,CRPSGC,2044,0
RE1,S12,CRPSGC,2045,0
RE1,S12,CRPSGC,2046,0
RE1,S12,CRPSGC,2047,0
RE1,S12,CRPSGC,2048,0
RE1,S12,CRPSGC,2049,0
RE1,S12,CRPSGC,2050,0
RE1,S12,WTRPRC,2020,0
RE1,S12,WTRPRC,2021,0
RE1,S12,WTRPRC,2022,0
RE1,S12,WTRPRC,2023,0
RE1,S12,WTRPRC,2024,0
RE1,S12,WTRPRC,2025,0
RE1,S12,WTRPRC,2026,0
RE1,S12,WTRPRC,2027,0
RE1,S12,WTRPRC,2028,0
RE1,S12,WTRPRC,2029,0
RE1,S12,WTRPRC,2030,0
RE1,S12,WTRPRC,2031,0
RE1,S12,WTRPRC,2032,0
RE1,S12,WTRPRC,2033,0
RE1,S12,WTRPRC,2034,0
RE1,S12,WTRPRC,2035,0
RE1,S12,WTRPRC,2036,0
RE1,S12,WTRPRC,2037,0
RE1,S12,WTRPRC,2038,0
RE1,S12,WTRPRC,2039,0
RE1,S12,WTRPRC,2040,0
RE1,S12,WTRPRC,2041,0
RE1,S12,WTRPRC,2042,0
RE1,S12,WTRPRC,2043,0
RE1,S12,WTRPRC,2044,0
RE1,S12,WTRPRC,2045,0
RE1,S12,WTRPRC,2046,0
RE1,S12,WTRPRC,2047,0
RE1,S12,WTRPRC,2048,0
RE1,S12,WTRPRC,2049,0
RE1,S12,WTRPRC,2050,0
RE1,S12,AGRWAT,2020,0
RE1,S12,AGRWAT,2021,0
RE1,S12,AGRWAT,2022,0
RE1,S12,AGRWAT,2023,0
RE1,S12,AGRWAT,2024,0
RE1,S12,AGRWAT,2025,0
RE1,S12,AGRWAT,2026,0
RE1,S12,AGRWAT,2027,0
RE1,S12,AGRWAT,2028,0
RE1,S12,AGRWAT,2029,0
RE1,S12,AGRWAT,2030,0
RE1,S12,AGRWAT,2031,0
RE1,S12,AGRWAT,2032,0
RE1,S12,AGRWAT,2033,0
RE1,S12,AGRWAT,2034,0
RE1,S12,AGRWAT,2035,0
RE1,S12,AGRWAT,2036,0
RE1,S12,AGRWAT,2037,0
RE1,S12,AGRWAT,2038,0
RE1,S12,AGRWAT,2039,0
RE1,S12,AGRWAT,2040,0
RE1,S12,AGRWAT,2041,0
RE1,S12,AGRWAT,2042,0
RE1,S12,AGRWAT,2043,0
RE1,S12,AGRWAT,2044,0
RE1,S12,AGRWAT,2045,0
RE1,S12,AGRWAT,2046,0
RE1,S12,AGRWAT,2047,0
RE1,S12,AGRWAT,2048,0
RE1,S12,AGRWAT,2049,0
RE1,S12,AGRWAT,2050,0
RE1,S12,WTREVT,2020,0
RE1,S12,WTREVT,2021,0
RE1,S12,WTREVT,2022,0
RE1,S12,WTREVT,2023,0
RE1,S12,WTREVT,2024,0
RE1,S12,WTREVT,2025,0
RE1,S12,WTREVT,2026,0
RE1,S12,WTREVT,2027,0
RE1,S12,WTREVT,2028,0
RE1,S12,WTREVT,2029,0
RE1,S12,WTREVT,2030,0
RE1,S12,WTREVT,2031,0
RE1,S12,WTREVT,2032,0
RE1,S12,WTREVT,2033,0
RE1,S12,WTREVT,2034,0
RE1,S12,WTREVT,2035,0
RE1,S12,WTREVT,2036,0
RE1,S12,WTREVT,2037,0
RE1,S12,WTREVT,2038,0
RE1,S12,WTREVT,2039,0
RE1,S12,WTREVT,2040,0
RE1,S12,WTREVT,2041,0
RE1,S12,WTREVT,2042,0
RE1,S12,WTREVT,2043,0
RE1,S12,WTREVT,2044,0
RE1,S12,WTREVT,2045,0
RE1,S12,WTREVT,2046,0
RE1,S12,WTREVT,2047,0
RE1,S12,WTREVT,2048,0
RE1,S12,WTREVT,2049,0
RE1,S12,WTREVT,2050,0
RE1,S12,WTRGWT,2020,0
RE1,S12,WTRGWT,2021,0
RE1,S12,WTRGWT,2022,0
RE1,S12,WTRGWT,2023,0
RE1,S12,WTRGWT,2024,0
RE1,S12,WTRGWT,2025,0
RE1,S12,WTRGWT,2026,0
RE1,S12,WTRGWT,2027,0
RE1,S12,WTRGWT,2028,0
RE1,S12,WTRGWT,2029,0
RE1,S12,WTRGWT,2030,0
RE1,S12,WTRGWT,2031,0
RE1,S12,WTRGWT,2032,0
RE1,S12,WTRGWT,2033,0
RE1,S12,WTRGWT,2034,0
RE1,S12,WTRGWT,2035,0
RE1,S12,WTRGWT,2036,0
RE1,S12,WTRGWT,2037,0
RE1,S12,WTRGWT,2038,0
RE1,S12,WTRGWT,2039,0
RE1,S12,WTRGWT,2040,0
RE1,S12,WTRGWT,2041,0
RE1,S12,WTRGWT,2042,0
RE1,S12,WTRGWT,2043,0
RE1,S12,WTRGWT,2044,0
RE1,S12,WTRGWT,2045,0
RE1,S12,WTRGWT,2046,0
RE1,S12,WTRGWT,2047,0
RE1,S12,WTRGWT,2048,0
RE1,S12,WTRGWT,2049,0
RE1,S12,WTRGWT,2050,0
RE1,S12,WTRSUR,2020,0
RE1,S12,WTRSUR,2021,0
RE1,S12,WTRSUR,2022,0
RE1,S12,WTRSUR,2023,0
RE1,S12,WTRSUR,2024,0
RE1,S12,WTRSUR,2025,0
RE1,S12,WTRSUR,2026,0
RE1,S12,WTRSUR,2027,0
RE1,S12,WTRSUR,2028,0
RE1,S12,WTRSUR,2029,0
RE1,S12,WTRSUR,2030,0
RE1,S12,WTRSUR,2031,0
RE1,S12,WTRSUR,2032,0
RE1,S12,WTRSUR,2033,0
RE1,S12,WTRSUR,2034,0
RE1,S12,WTRSUR,2035,0
RE1,S12,WTRSUR,2036,0
RE1,S12,WTRSUR,2037,0
RE1,S12,WTRSUR,2038,0
RE1,S12,WTRSUR,2039,0
RE1,S12,WTRSUR,2040,0
RE1,S12,WTRSUR,2041,0
RE1,S12,WTRSUR,2042,0
RE1,S12,WTRSUR,2043,0
RE1,S12,WTRSUR,2044,0
RE1,S12,WTRSUR,2045,0
RE1,S12,WTRSUR,2046,0
RE1,S12,WTRSUR,2047,0
RE1,S12,WTRSUR,2048,0
RE1,S12,WTRSUR,2049,0
RE1,S12,WTRSUR,2050,0
RE1,S12,AGRDSL,2020,0
RE1,S12,AGRDSL,2021,0
RE1,S12,AGRDSL,2022,0
RE1,S12,AGRDSL,2023,0
RE1,S12,AGRDSL,2024,0
RE1,S12,AGRDSL,2025,0
RE1,S12,AGRDSL,2026,0
RE1,S12,AGRDSL,2027,0
RE1,S12,AGRDSL,2028,0
RE1,S12,AGRDSL,2029,0
RE1,S12,AGRDSL,2030,0
RE1,S12,AGRDSL,2031,0
RE1,S12,AGRDSL,2032,0
RE1,S12,AGRDSL,2033,0
RE1,S12,AGRDSL,2034,0
RE1,S12,AGRDSL,2035,0
RE1,S12,AGRDSL,2036,0
RE1,S12,AGRDSL,2037,0
RE1,S12,AGRDSL,2038,0
RE1,S12,AGRDSL,2039,0
RE1,S12,AGRDSL,2040,0
RE1,S12,AGRDSL,2041,0
RE1,S12,AGRDSL,2042,0
RE1,S12,AGRDSL,2043,0
RE1,S12,AGRDSL,2044,0
RE1,S12,AGRDSL,2045,0
RE1,S12,AGRDSL,2046,0
RE1,S12,AGRDSL,2047,0
RE1,S12,AGRDSL,2048,0
RE1,S12,AGRDSL,2049,0
RE1,S12,AGRDSL,2050,0
RE1,S12,PUBWAT,2020,0
RE1,S12,PUBWAT,2021,0
RE1,S12,PUBWAT,2022,0
RE1,S12,PUBWAT,2023,0
RE1,S12,PUBWAT,2024,0
RE1,S12,PUBWAT,2025,0
RE1,S12,PUBWAT,2026,0
RE1,S12,PUBWAT,2027,0
RE1,S12,PUBWAT,2028,0
RE1,S12,PUBWAT,2029,0
RE1,S12,PUBWAT,2030,0
RE1,S12,PUBWAT,2031,0
RE1,S12,PUBWAT,2032,0
RE1,S12,PUBWAT,2033,0
RE1,S12,PUBWAT,2034,0
RE1,S12,PUBWAT,2035,0
RE1,S12,PUBWAT,2036,0
RE1,S12,PUBWAT,2037,0
RE1,S12,PUBWAT,2038,0
RE1,S12,PUBWAT,2039,0
RE1,S12,PUBWAT,2040,0
RE1,S12,PUBWAT,2041,0
RE1,S12,PUBWAT,2042,0
RE1,S12,PUBWAT,2043,0
RE1,S12,PUBWAT,2044,0
RE1,S12,PUBWAT,2045,0
RE1,S12,PUBWAT,2046,0
RE1,S12,PUBWAT,2047,0
RE1,S12,PUBWAT,2048,0
RE1,S12,PUBWAT,2049,0
RE1,S12,PUBWAT,2050,0
RE1,S12,PWRWAT,2020,0
RE1,S12,PWRWAT,2021,0
RE1,S12,PWRWAT,2022,0
RE1,S12,PWRWAT,2023,0
RE1,S12,PWRWAT,2024,0
RE1,S12,PWRWAT,2025,0
RE1,S12,PWRWAT,2026,0
RE1,S12,PWRWAT,2027,0
RE1,S12,PWRWAT,2028,0
RE1,S12,PWRWAT,2029,0
RE1,S12,PWRWAT,2030,0
RE1,S12,PWRWAT,2031,0
RE1,S12,PWRWAT,2032,0
RE1,S12,PWRWAT,2033,0
RE1,S12,PWRWAT,2034,0
RE1,S12,PWRWAT,2035,0
RE1,S12,PWRWAT,2036,0
RE1,S12,PWRWAT,2037,0
RE1,S12,PWRWAT,2038,0
RE1,S12,PWRWAT,2039,0
RE1,S12,PWRWAT,2040,0
RE1,S12,PWRWAT,2041,0
RE1,S12,PWRWAT,2042,0
RE1,S12,PWRWAT,2043,0
RE1,S12,PWRWAT,2044,0
RE1,S12,PWRWAT,2045,0
RE1,S12,PWRWAT,2046,0
RE1,S12,PWRWAT,2047,0
RE1,S12,PWRWAT,2048,0
RE1,S12,PWRWAT,2049,0
RE1,S12,PWRWAT,2050,0
RE1,S12,DEMTRA,2020,0
RE1,S12,DEMTRA,2021,0
RE1,S12,DEMTRA,2022,0
RE1,S12,DEMTRA,2023,0
RE1,S12,DEMTRA,2024,0
RE1,S12,DEMTRA,2025,0
RE1,S12,DEMTRA,2026,0
RE1,S12,DEMTRA,2027,0
RE1,S12,DEMTRA,2028,0
RE1,S12,DEMTRA,2029,0
RE1,S12,DEMTRA,2030,0
RE1,S12,DEMTRA,2031,0
RE1,S12,DEMTRA,2032,0
RE1,S12,DEMTRA,2033,0
RE1,S12,DEMTRA,2034,0
RE1,S12,DEMTRA,2035,0
RE1,S12,DEMTRA,2036,0
RE1,S12,DEMTRA,2037,0
RE1,S12,DEMTRA,2038,0
RE1,S12,DEMTRA,2039,0
RE1,S12,DEMTRA,2040,0
RE1,S12,DEMTRA,2041,0
RE1,S12,DEMTRA,2042,0
RE1,S12,DEMTRA,2043,0
RE1,S12,DEMTRA,2044,0
RE1,S12,DEMTRA,2045,0
RE1,S12,DEMTRA,2046,0
RE1,S12,DEMTRA,2047,0
RE1,S12,DEMTRA,2048,0
RE1,S12,DEMTRA,2049,0
RE1,S12,DEMTRA,2050,0
RE1,S12,LGRS,2020,0
RE1,S12,LGRS,2021,0
RE1,S12,LGRS,2022,0
RE1,S12,LGRS,2023,0
RE1,S12,LGRS,2024,0
RE1,S12,LGRS,2025,0
RE1,S12,LGRS,2026,0
RE1,S12,LGRS,2027,0
RE1,S12,LGRS,2028,0
RE1,S12,LGRS,2029,0
RE1,S12,LGRS,2030,0
RE1,S12,LGRS,2031,0
RE1,S12,LGRS,2032,0
RE1,S12,LGRS,2033,0
RE1,S12,LGRS,2034,0
RE1,S12,LGRS,2035,0
RE1,S12,LGRS,2036,0
RE1,S12,LGRS,2037,0
RE1,S12,LGRS,2038,0
RE1,S12,LGRS,2039,0
RE1,S12,LGRS,2040,0
RE1,S12,LGRS,2041,0
RE1,S12,LGRS,2042,0
RE1,S12,LGRS,2043,0
RE1,S12,LGRS,2044,0
RE1,S12,LGRS,2045,0
RE1,S12,LGRS,2046,0
RE1,S12,LGRS,2047,0
RE1,S12,LGRS,2048,0
RE1,S12,LGRS,2049,0
RE1,S12,LGRS,2050,0
RE1,S21,COA,2020,0
RE1,S21,COA,2021,0
RE1,S21,COA,2022,0
RE1,S21,COA,2023,0
RE1,S21,COA,2024,0
RE1,S21,COA,2025,0
RE1,S21,COA,2026,0
RE1,S21,COA,2027,0
RE1,S21,COA,2028,0
RE1,S21,COA,2029,0
RE1,S21,COA,2030,0
RE1,S21,COA,2031,0
RE1,S21,COA,2032,0
RE1,S21,COA,2033,0
RE1,S21,COA,2034,0
RE1,S21,COA,2035,0
RE1,S21,COA,2036,0
RE1,S21,COA,2037,0
RE1,S21,COA,2038,0
RE1,S21,COA,2039,0
RE1,S21,COA,2040,0
RE1,S21,COA,2041,0
RE1,S21,COA,2042,0
RE1,S21,COA,2043,0
RE1,S21,COA,2044,0
RE1,S21,COA,2045,0
RE1,S21,COA,2046,0
RE1,S21,COA,2047,0
RE1,S21,COA,2048,0
RE1,S21,COA,2049,0
RE1,S21,COA,2050,0
RE1,S21,DSL,2020,0
RE1,S21,DSL,2021,0
RE1,S21,DSL,2022,0
RE1,S21,DSL,2023,0
RE1,S21,DSL,2024,0
RE1,S21,DSL,2025,0
RE1,S21,DSL,2026,0
RE1,S21,DSL,2027,0
RE1,S21,DSL,2028,0
RE1,S21,DSL,2029,0
RE1,S21,DSL,2030,0
RE1,S21,DSL,2031,0
RE1,S21,DSL,2032,0
RE1,S21,DSL,2033,0
RE1,S21,DSL,2034,0
RE1,S21,DSL,2035,0
RE1,S21,DSL,2036,0
RE1,S21,DSL,2037,0
RE1,S21,DSL,2038,0
RE1,S21,DSL,2039,0
RE1,S21,DSL,2040,0
RE1,S21,DSL,2041,0
RE1,S21,DSL,2042,0
RE1,S21,DSL,2043,0
RE1,S21,DSL,2044,0
RE1,S21,DSL,2045,0
RE1,S21,DSL,2046,0
RE1,S21,DSL,2047,0
RE1,S21,DSL,2048,0
RE1,S21,DSL,2049,0
RE1,S21,DSL,2050,0
RE1,S21,BIO,2020,0
RE1,S21,BIO,2021,0
RE1,S21,BIO,2022,0
RE1,S21,BIO,2023,0
RE1,S21,BIO,2024,0
RE1,S21,BIO,2025,0
RE1,S21,BIO,2026,0
RE1,S21,BIO,2027,0
RE1,S21,BIO,2028,0
RE1,S21,BIO,2029,0
RE1,S21,BIO,2030,0
RE1,S21,BIO,2031,0
RE1,S21,BIO,2032,0
RE1,S21,BIO,2033,0
RE1,S21,BIO,2034,0
RE1,S21,BIO,2035,0
RE1,S21,BIO,2036,0
RE1,S21,BIO,2037,0
RE1,S21,BIO,2038,0
RE1,S21,BIO,2039,0
RE1,S21,BIO,2040,0
RE1,S21,BIO,2041,0
RE1,S21,BIO,2042,0
RE1,S21,BIO,2043,0
RE1,S21,BIO,2044,0
RE1,S21,BIO,2045,0
RE1,S21,BIO,2046,0
RE1,S21,BIO,2047,0
RE1,S21,BIO,2048,0
RE1,S21,BIO,2049,0
RE1,S21,BIO,2050,0
RE1,S21,GEO,2020,0
RE1,S21,GEO,2021,0
RE1,S21,GEO,2022,0
RE1,S21,GEO,2023,0
RE1,S21,GEO,2024,0
RE1,S21,GEO,2025,0
RE1,S21,GEO,2026,0
RE1,S21,GEO,2027,0
RE1,S21,GEO,2028,0
RE1,S21,GEO,2029,0
RE1,S21,GEO,2030,0
RE1,S21,GEO,2031,0
RE1,S21,GEO,2032,0
RE1,S21,GEO,2033,0
RE1,S21,GEO,2034,0
RE1,S21,GEO,2035,0
RE1,S21,GEO,2036,0
RE1,S21,GEO,2037,0
RE1,S21,GEO,2038,0
RE1,S21,GEO,2039,0
RE1,S21,GEO,2040,0
RE1,S21,GEO,2041,0
RE1,S21,GEO,2042,0
RE1,S21,GEO,2043,0
RE1,S21,GEO,2044,0
RE1,S21,GEO,2045,0
RE1,S21,GEO,2046,0
RE1,S21,GEO,2047,0
RE1,S21,GEO,2048,0
RE1,S21,GEO,2049,0
RE1,S21,GEO,2050,0
RE1,S21,ELC001,2020,0
RE1,S21,ELC001,2021,0
RE1,S21,ELC001,2022,0
RE1,S21,ELC001,2023,0
RE1,S21,ELC001,2024,0
RE1,S21,ELC001,2025,0
RE1,S21,ELC001,2026,0
RE1,S21,ELC001,2027,0
RE1,S21,ELC001,2028,0
RE1,S21,ELC001,2029,0
RE1,S21,ELC001,2030,0
RE1,S21,ELC001,2031,0
RE1,S21,ELC001,2032,0
RE1,S21,ELC001,2033,0
RE1,S21,ELC001,2034,0
RE1,S21,ELC001,2035,0
RE1,S21,ELC001,2036,0
RE1,S21,ELC001,2037,0
RE1,S21,ELC001,2038,0
RE1,S21,ELC001,2039,0
RE1,S21,ELC001,2040,0
RE1,S21,ELC001,2041,0
RE1,S21,ELC001,2042,0
RE1,S21,ELC001,2043,0
RE1,S21,ELC001,2044,0
RE1,S21,ELC001,2045,0
RE1,S21,ELC001,2046,0
RE1,S21,ELC001,2047,0
RE1,S21,ELC001,2048,0
RE1,S21,ELC001,2049,0
RE1,S21,ELC001,2050,0
RE1,S21,ELC002,2020,5.6314
RE1,S21,ELC002,2021,5.726
RE1,S21,ELC002,2022,6.6579
RE1,S21,ELC002,2023,7.7609
RE1,S21,ELC002,2024,8.8755
RE1,S21,ELC002,2025,10.0025
RE1,S21,ELC002,2026,11.1425
RE1,S21,ELC002,2027,12.2965
RE1,S21,ELC002,2028,13.4654
RE1,S21,ELC002,2029,14.6501
RE1,S21,ELC002,2030,15.8517
RE1,S21,ELC002,2031,17.1581
RE1,S21,ELC002,2032,18.4867
RE1,S21,ELC002,2033,19.839
RE1,S21,ELC002,2034,21.2166
RE1,S21,ELC002,2035,22.6215
RE1,S21,ELC002,2036,24.0553
RE1,S21,ELC002,2037,25.5202
RE1,S21,ELC002,2038,27.0184
RE1,S21,ELC002,2039,28.5521
RE1,S21,ELC002,2040,30.1239
RE1,S21,ELC002,2041,31.5416
RE1,S21,ELC002,2042,32.9736
RE1,S21,ELC002,2043,34.4205
RE1,S21,ELC002,2044,35.883
RE1,S21,ELC002,2045,37.3616
RE1,S21,ELC002,2046,38.8571
RE1,S21,ELC002,2047,40.37
RE1,S21,ELC002,2048,41.9011
RE1,S21,ELC002,2049,43.4511
RE1,S21,ELC002,2050,45.0208
RE1,S21,PET,2020,0
RE1,S21,PET,2021,0
RE1,S21,PET,2022,0
RE1,S21,PET,2023,0
RE1,S21,PET,2024,0
RE1,S21,PET,2025,0
RE1,S21,PET,2026,0
RE1,S21,PET,2027,0
RE1,S21,PET,2028,0
RE1,S21,PET,2029,0
RE1,S21,PET,2030,0
RE1,S21,PET,2031,0
RE1,S21,PET,2032,0
RE1,S21,PET,2033,0
RE1,S21,PET,2034,0
RE1,S21,PET,2035,0
RE1,S21,PET,2036,0
RE1,S21,PET,2037,0
RE1,S21,PET,2038,0
RE1,S21,PET,2039,0
RE1,S21,PET,2040,0
RE1,S21,PET,2041,0
RE1,S21,PET,2042,0
RE1,S21,PET,2043,0
RE1,S21,PET,2044,0
RE1,S21,PET,2045,0
RE1,S21,PET,2046,0
RE1,S21,PET,2047,0
RE1,S21,PET,2048,0
RE1,S21,PET,2049,0
RE1,S21,PET,2050,0
RE1,S21,DEMRESBIO,2020,0
RE1,S21,DEMRESBIO,2021,0
RE1,S21,DEMRESBIO,2022,0
RE1,S21,DEMRESBIO,2023,0
RE1,S21,DEMRESBIO,2024,0
RE1,S21,DEMRESBIO,2025,0
RE1,S21,DEMRESBIO,2026,0
RE1,S21,DEMRESBIO,2027,0
RE1,S21,DEMRESBIO,2028,0
RE1,S21,DEMRESBIO,2029,0
RE1,S21,DEMRESBIO,2030,0
RE1,S21,DEMRESBIO,2031,0
RE1,S21,DEMRESBIO,2032,0
RE1,S21,DEMRESBIO,2033,0
RE1,S21,DEMRESBIO,2034,0
RE1,S21,DEMRESBIO,2035,0
RE1,S21,DEMRESBIO,2036,0
RE1,S21,DEMRESBIO,2037,0
RE1,S21,DEMRESBIO,2038,0
RE1,S21,DEMRESBIO,2039,0
RE1,S21,DEMRESBIO,2040,0
RE1,S21,DEMRESBIO,2041,0
RE1,S21,DEMRESBIO,2042,0
RE1,S21,DEMRESBIO,2043,0
RE1,S21,DEMRESBIO,2044,0
RE1,S21,DEMRESBIO,2045,0
RE1,S21,DEMRESBIO,2046,0
RE1,S21,DEMRESBIO,2047,0
RE1,S21,DEMRESBIO,2048,0
RE1,S21,DEMRESBIO,2049,0
RE1,S21,DEMRESBIO,2050,0
RE1,S21,DEMINDCOA,2020,0
RE1,S21,DEMINDCOA,2021,0
RE1,S21,DEMINDCOA,2022,0
RE1,S21,DEMINDCOA,2023,0
RE1,S21,DEMINDCOA,2024,0
RE1,S21,DEMINDCOA,2025,0
RE1,S21,DEMINDCOA,2026,0
RE1,S21,DEMINDCOA,2027,0
RE1,S21,DEMINDCOA,2028,0
RE1,S21,DEMINDCOA,2029,0
RE1,S21,DEMINDCOA,2030,0
RE1,S21,DEMINDCOA,2031,0
RE1,S21,DEMINDCOA,2032,0
RE1,S21,DEMINDCOA,2033,0
RE1,S21,DEMINDCOA,2034,0
RE1,S21,DEMINDCOA,2035,0
RE1,S21,DEMINDCOA,2036,0
RE1,S21,DEMINDCOA,2037,0
RE1,S21,DEMINDCOA,2038,0
RE1,S21,DEMINDCOA,2039,0
RE1,S21,DEMINDCOA,2040,0
RE1,S21,DEMINDCOA,2041,0
RE1,S21,DEMINDCOA,2042,0
RE1,S21,DEMINDCOA,2043,0
RE1,S21,DEMINDCOA,2044,0
RE1,S21,DEMINDCOA,2045,0
RE1,S21,DEMINDCOA,2046,0
RE1,S21,DEMINDCOA,2047,0
RE1,S21,DEMINDCOA,2048,0
RE1,S21,DEMINDCOA,2049,0
